	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3	Series1_NHBE_SARS-CoV-2_1	Series1_NHBE_SARS-CoV-2_2	Series1_NHBE_SARS-CoV-2_3
MIR130B	0	0	0	0	0	0
PPIL2	836	829	1048	786	635	2104
YPEL1	10	9	16	3	5	19
MAPK1	1440	1328	2233	1165	1282	3526
PPM1F	308	340	523	407	310	975
TOP3B	256	286	319	312	230	711
VPREB1	0	0	0	0	0	0
ZNF280B	17	17	35	17	14	21
ZNF280A	0	1	0	0	2	8
PRAME	0	0	0	1	0	0
POM121L1P	0	0	0	0	0	0
GGTLC2	0	0	0	0	0	0
MIR650	0	0	0	0	0	0
IGLL5	0	0	0	0	0	0
GNAZ	0	0	1	0	0	0
RAB36	67	52	80	44	39	127
BCR	1129	959	1520	1159	849	2821
FBXW4P1	2	0	4	6	2	12
CES5AP1	0	0	0	0	0	0
ZDHHC8P1	6	5	10	6	5	12
IGLL1	0	0	0	0	0	0
GUSBP11	67	88	117	85	87	193
RGL4	1	4	0	0	1	8
ZNF70	48	46	52	25	44	117
VPREB3	0	0	0	0	0	0
C22orf15	1	7	0	0	1	6
CHCHD10	171	177	207	162	152	455
MMP11	6	9	9	4	5	6
SMARCB1	448	447	618	446	428	1255
DERL3	3	1	14	8	3	1
SLC2A11	41	43	87	38	40	135
MIF	1991	2578	2583	2321	1214	4560
GSTT2	80	56	114	81	76	225
GSTT2B	0	0	0	0	0	0
DDTL	16	9	19	8	9	37
DDT	362	363	557	284	304	1013
LOC391322	1	0	0	0	0	0
GSTT1	0	0	0	0	0	0
GSTTP2	0	0	0	0	0	0
CABIN1	760	754	1102	774	679	2056
SUSD2	7	7	10	8	8	20
GGT5	0	0	0	1	0	0
POM121L9P	0	0	0	0	0	0
SPECC1L	843	655	1125	666	728	2153
ADORA2A	4	4	0	4	0	2
ADORA2A-AS1	0	0	0	0	0	0
UPB1	0	0	0	0	0	0
GUCD1	983	810	1232	812	766	2247
SNRPD3	3808	3051	5047	3585	3629	10319
GGT1	81	96	127	133	84	233
BCRP3	8	7	4	7	7	9
POM121L10P	0	0	0	0	0	1
PIWIL3	0	0	0	0	0	0
TOP1P2	0	0	0	0	0	0
SGSM1	0	0	0	4	0	6
TMEM211	0	0	0	0	0	0
KIAA1671	1182	1158	1749	952	919	2666
LOC100128531	1	1	1	0	0	1
CRYBB3	4	1	2	4	2	1
CRYBB2	1	2	1	1	1	1
IGLL3P	0	0	0	0	0	0
LRP5L	33	38	72	28	24	118
CRYBB2P1	269	232	354	260	260	736
MYO18B	0	0	0	0	0	0
SEZ6L	0	0	0	0	0	0
ASPHD2	89	71	127	97	85	200
HPS4	424	433	601	367	290	994
SRRD	298	210	304	210	268	569
TFIP11	631	515	849	510	537	1629
TPST2	239	243	328	196	215	505
MIR548J	0	0	0	0	0	0
CRYBB1	0	0	0	0	0	0
CRYBA4	0	0	0	0	0	0
MIAT	13	29	9	8	13	36
MN1	268	259	449	163	147	494
PITPNB	474	371	632	346	386	1216
TTC28-AS1	46	37	97	37	29	128
MIR3199-1	0	0	0	0	0	0
MIR3199-2	0	0	0	0	0	0
TTC28	136	164	169	95	108	273
CHEK2	139	125	285	130	131	403
HSCB	51	49	67	54	45	119
CCDC117	224	209	487	162	239	604
XBP1	656	526	915	582	611	1834
ZNRF3	70	93	98	57	73	190
ZNRF3-AS1	0	2	0	1	1	1
C22orf31	0	0	1	0	0	0
KREMEN1	517	465	819	415	420	1090
EMID1	0	0	0	0	0	0
RHBDD3	99	94	97	101	68	209
EWSR1	3569	3219	4782	2905	3058	9522
GAS2L1	191	224	254	209	122	528
RASL10A	0	0	0	0	0	1
AP1B1	1319	1397	1949	1476	1132	3658
SNORD125	0	0	0	0	0	0
RFPL1	0	0	0	0	0	0
NEFH	21	18	28	21	24	51
THOC5	482	396	653	422	459	1501
NIPSNAP1	1739	1428	2257	1425	1737	4653
NF2	669	587	889	629	571	1760
CABP7	1	3	0	2	1	5
ZMAT5	79	106	150	105	79	219
UQCR10	1605	1602	2311	2105	1099	4129
ASCC2	871	818	1272	984	801	2677
MTMR3	1001	844	1393	847	870	2551
HORMAD2	0	0	0	0	0	0
LIF	472	470	668	1134	979	2791
OSM	0	0	0	0	0	0
TBC1D10A	237	240	418	310	218	731
SF3A1	1419	1444	2036	1250	1257	4007
CCDC157	5	14	7	16	5	15
KIAA1656	22	34	35	38	38	101
RNF215	111	141	195	143	115	352
SEC14L2	2272	1916	3210	2008	2049	5957
MTFP1	149	75	121	109	76	223
SEC14L3	0	0	0	0	0	0
SDC4P	0	0	0	0	0	0
SEC14L4	4	2	3	5	9	25
SEC14L6	0	2	0	0	1	0
GAL3ST1	0	0	0	1	0	0
PES1	1298	1218	1873	1370	1187	3774
TCN2	40	36	48	31	21	76
SLC35E4	40	34	39	50	30	90
DUSP18	61	65	98	64	59	155
OSBP2	71	75	137	121	106	323
MIR3200	0	0	0	0	0	0
MORC2-AS1	0	0	0	0	0	0
MORC2	954	831	1223	868	835	2602
TUG1	2101	2247	3984	1891	1924	5208
SMTN	903	865	1246	1523	962	3276
INPP5J	1	3	3	7	1	26
PLA2G3	7	7	1	5	5	9
MIR3928	0	0	0	0	0	0
RNF185	576	501	849	451	476	1347
LIMK2	3147	2795	4312	2708	2581	8070
PIK3IP1	894	914	1264	784	848	2118
PATZ1	103	109	140	81	51	203
DRG1	371	279	440	300	299	913
EIF4ENIF1	423	351	541	342	419	1160
SFI1	107	123	179	144	101	346
PISD	558	532	658	586	552	1525
PRR14L	840	789	1364	804	740	2221
DEPDC5	125	119	178	105	114	356
C22orf24	0	1	0	1	1	1
YWHAH	2801	2204	3385	2309	2636	7468
SLC5A1	17	13	13	13	16	32
AP1B1P1	0	0	0	0	0	0
C22orf42	0	0	0	0	0	0
RFPL2	1	0	0	1	2	2
SLC5A4	0	0	0	0	0	0
RFPL3	0	0	0	1	0	0
RFPL3S	8	23	28	10	12	29
LOC339666	0	0	0	1	0	0
BPIFC	0	0	0	0	0	0
FBXO7	1089	866	1523	873	896	2736
SYN3	0	0	0	0	0	0
TIMP3	2618	2744	4447	1846	2003	5921
MIR4764	0	0	0	0	0	0
ISX	0	0	0	0	0	0
HMGXB4	522	417	774	441	464	1321
TOM1	554	493	734	567	486	1449
MIR3909	2	0	1	0	1	0
HMOX1	146	144	211	147	112	429
MCM5	169	158	286	183	126	421
RASD2	83	80	84	54	31	128
MB	0	4	2	1	0	10
APOL6	321	373	604	327	344	1018
APOL5	0	0	0	0	0	0
RBFOX2	3403	3124	4726	2498	2722	8109
APOL3	26	28	28	15	19	77
APOL4	3	0	3	3	0	0
APOL2	1051	1135	1520	1135	1137	3062
APOL1	832	873	1287	777	825	2368
MYH9	17711	17023	27486	22639	15673	49499
TXN2	1315	1147	1690	1263	1037	3290
FOXRED2	30	42	40	30	18	61
EIF3D	3392	2877	4828	3004	3143	9562
CACNG2	0	0	0	0	0	0
IFT27	53	63	131	75	54	130
PVALB	0	0	0	0	0	0
NCF4	11	8	6	6	5	7
CSF2RB	0	0	0	0	0	0
TEX33	0	0	0	0	0	0
TST	119	98	100	172	88	272
MPST	228	149	221	257	178	510
KCTD17	151	108	187	107	79	314
TMPRSS6	1	0	0	0	0	1
IL2RB	5	12	17	3	1	10
C1QTNF6	255	277	386	218	208	626
SSTR3	0	0	0	0	0	0
RAC2	2853	2629	3968	3462	2374	7796
CYTH4	0	2	4	4	1	3
ELFN2	263	302	405	240	203	637
MFNG	36	45	68	32	37	115
CARD10	448	524	751	613	393	1253
CDC42EP1	713	773	1000	1136	659	2440
LGALS2	0	0	0	0	0	0
GGA1	536	557	747	685	469	1564
SH3BP1	662	692	1036	726	553	1944
PDXP	40	37	58	54	33	141
LGALS1	6400	6014	7484	6968	5042	17473
NOL12	177	193	242	203	156	440
TRIOBP	1621	1637	2036	1500	1240	3983
H1F0	1438	1537	2345	1481	1307	3722
GCAT	31	43	19	38	28	99
GALR3	0	0	0	0	0	0
ANKRD54	199	198	262	167	184	442
MIR658	0	0	0	0	0	0
MIR659	0	0	1	1	0	0
EIF3L	3716	3059	5162	2696	2941	9202
MICALL1	2246	2387	3593	2403	1967	5948
C22orf23	19	28	3	21	16	51
POLR2F	382	442	627	408	291	1018
SOX10	0	0	0	0	0	0
MIR4534	0	0	0	0	0	0
PICK1	316	278	460	368	246	864
SLC16A8	1	3	0	0	0	1
BAIAP2L2	0	3	5	7	0	4
PLA2G6	72	102	96	45	54	161
MAFF	242	193	392	442	444	1390
TMEM184B	1139	1061	1624	1337	887	2872
CSNK1E	1370	1439	2138	1730	1502	4644
KCNJ4	0	0	0	0	0	0
KDELR3	78	70	154	107	71	274
DDX17	4560	4366	7166	3631	4064	11228
DMC1	3	2	3	1	1	5
FAM227A	42	73	78	37	35	121
CBY1	364	331	456	348	329	1012
TOMM22	1017	753	1276	773	711	2263
JOSD1	965	756	1243	797	909	2522
GTPBP1	465	458	636	465	458	1315
SUN2	778	842	1113	890	621	1685
DNAL4	242	240	297	191	200	581
NPTXR	29	19	49	18	10	45
CBX6	212	185	323	202	165	414
APOBEC3A_B	0	0	0	0	0	0
APOBEC3A	0	1	1	4	1	4
APOBEC3B	33	29	51	32	20	106
APOBEC3C	1225	1170	1657	893	846	2530
APOBEC3D	23	19	32	21	13	45
APOBEC3F	148	108	146	84	115	289
APOBEC3G	24	9	39	27	26	77
APOBEC3H	5	5	6	7	3	16
CBX7	53	41	79	40	41	97
PDGFB	137	118	177	245	193	675
RPL3	11721	9604	15338	10331	9022	29157
SNORD83B	11	6	6	10	4	21
SNORD83A	16	9	10	17	13	34
SNORD43	10	11	10	16	15	57
SYNGR1	23	16	29	24	10	41
TAB1	351	303	426	338	247	788
LOC100506472	4	3	4	6	2	3
MGAT3	6	2	2	8	6	12
ATF4	3024	2559	3725	2801	3015	8834
RPS19BP1	227	245	337	224	158	539
CACNA1I	1	0	0	1	0	1
ENTHD1	0	0	0	0	0	0
GRAP2	0	1	0	0	0	0
FAM83F	253	211	339	241	207	487
LOC100130899	456	448	732	370	385	1027
TNRC6B	781	749	1296	648	579	1931
ADSL	460	341	543	383	375	1214
SGSM3	419	506	582	561	368	1078
MCHR1	0	0	0	2	0	1
SLC25A17	147	141	226	122	119	370
MIR4766	0	0	0	0	0	1
ST13	3862	2991	4890	2955	3486	9858
XPNPEP3	496	422	736	381	384	1172
DNAJB7	0	0	0	0	0	0
RBX1	245	193	340	240	215	737
MIR1281	2	3	2	2	3	1
EP300	2013	1871	2795	1853	1698	5083
L3MBTL2	327	264	325	255	240	747
CHADL	13	5	10	4	4	8
RANGAP1	1346	1269	1778	1747	1351	4109
ZC3H7B	1761	1720	2612	2063	1543	5094
TEF	223	196	317	148	168	490
TOB2	1474	1278	2092	1355	1149	3766
PHF5A	291	253	487	272	257	842
ACO2	1469	1362	2072	1570	1267	3889
POLR3H	393	319	522	353	310	1041
CSDC2	0	0	0	0	0	0
PMM1	247	198	307	230	214	600
DESI1	1163	958	1632	1148	1035	3149
XRCC6	5797	4860	9022	4428	4955	14493
C22orf46	464	359	626	326	370	960
MEI1	4	0	4	1	2	0
CCDC134	56	49	89	66	39	120
SREBF2	2688	2535	3950	2481	2226	7134
MIR33A	0	0	0	0	0	0
SHISA8	0	0	0	0	0	0
TNFRSF13C	0	0	0	0	2	0
CENPM	8	22	32	12	6	33
LINC00634	0	0	0	0	0	0
sept-03	2	2	6	1	1	11
WBP2NL	0	2	3	1	1	0
NAGA	154	152	204	126	137	429
NDUFA6	615	484	809	491	430	1387
CYP2D6	12	4	8	7	13	33
TCF20	1268	1135	1775	1157	1264	3593
NFAM1	0	1	1	3	2	16
SERHL	4	1	4	2	2	3
RRP7A	478	536	861	532	423	1368
SERHL2	13	14	15	18	21	64
POLDIP3	929	807	1414	876	795	2658
RNU12	0	0	0	0	0	0
CYB5R3	3815	3775	4773	4271	2823	9317
A4GALT	940	1020	1451	1066	762	2219
ARFGAP3	559	546	1136	522	473	1463
PACSIN2	1186	942	1344	963	817	2642
TTLL1	89	64	89	68	64	186
BIK	59	71	88	96	77	251
MCAT	104	80	159	99	96	268
TSPO	561	644	813	644	368	1458
TTLL12	802	734	982	1017	597	2016
SCUBE1	0	0	0	0	0	0
MPPED1	0	0	0	0	0	0
EFCAB6-AS1	0	0	0	0	0	2
EFCAB6	15	17	21	8	10	54
SULT4A1	104	108	134	82	92	195
PNPLA5	0	0	0	0	0	0
PNPLA3	167	174	187	156	151	556
SAMM50	644	607	889	533	541	1669
PARVB	112	109	162	126	94	304
PARVG	0	0	0	0	0	0
LINC00207	0	0	0	0	0	0
LINC00229	0	0	0	0	0	0
PRR5	36	40	37	35	19	68
PRR5-ARHGAP8	0	0	0	0	0	0
ARHGAP8	3	2	11	4	7	24
PHF21B	0	0	0	1	2	0
NUP50	871	765	1389	758	823	2180
KIAA0930	2259	1982	3087	2031	1814	5113
MIR1249	1	0	0	0	1	1
UPK3A	0	0	0	0	0	0
FAM118A	221	137	308	161	194	460
SMC1B	0	0	0	1	0	4
RIBC2	6	0	1	3	2	1
FBLN1	986	1103	1493	1065	754	2158
ATXN10	1278	1028	1665	997	1072	2827
MIR4762	0	0	0	0	0	0
WNT7B	253	360	379	249	214	573
LOC730668	0	1	1	0	0	0
MIRLET7BHG	49	83	93	65	57	243
MIR3619	1	0	0	1	0	2
MIRLET7A3	0	0	0	0	0	0
MIR4763	0	0	0	0	0	0
MIRLET7B	0	0	0	0	0	0
PPARA	227	238	364	170	175	543
CDPF1	96	89	95	104	74	195
PKDREJ	1	0	3	0	0	0
TTC38	107	102	103	89	84	192
GTSE1	66	63	84	49	39	160
TRMU	99	83	153	111	102	311
CELSR1	2106	2324	3174	2276	1698	4627
GRAMD4	264	245	367	295	223	574
CERK	449	390	631	362	408	1001
TBC1D22A	442	431	756	475	385	1163
MIR3201	0	0	0	0	0	0
FAM19A5	0	0	0	0	0	0
LOC284933	0	0	0	0	0	0
MIR4535	0	0	0	0	0	0
C22orf34	0	0	0	0	0	0
BRD1	290	312	596	385	280	774
ZBED4	584	579	848	556	518	1490
ALG12	158	159	207	190	138	402
CRELD2	265	208	338	273	214	545
PIM3	409	415	551	537	397	1087
IL17REL	0	0	0	0	0	0
MLC1	0	0	0	0	0	1
MOV10L1	2	3	5	5	2	11
PANX2	64	92	120	68	36	149
TRABD	242	231	345	325	133	576
TUBGCP6	387	496	565	510	373	1103
HDAC10	97	143	179	131	103	254
MAPK12	134	158	189	202	142	478
MAPK11	141	149	144	199	116	369
PLXNB2	3733	4235	5479	4963	3146	9612
DENND6B	20	31	19	30	17	38
PPP6R2	431	419	556	523	347	1078
SBF1	643	640	836	863	487	1531
ADM2	10	20	31	10	15	36
MIOX	0	0	0	0	0	0
LMF2	385	510	575	500	333	939
NCAPH2	74	92	120	94	70	189
SCO2	134	101	176	146	120	352
TYMP	184	238	273	498	313	893
ODF3B	3	12	19	22	15	45
KLHDC7B	2	2	0	4	6	3
SYCE3	1	5	2	0	0	5
CPT1B	0	4	2	4	0	6
CHKB-CPT1B	0	0	0	0	0	0
CHKB	0	0	0	0	0	0
MAPK8IP2	27	14	18	21	14	50
ARSA	384	432	615	521	303	1037
SHANK3	145	153	263	192	148	406
ACR	0	0	0	0	0	1
RPL23AP82	122	105	142	84	81	369
RABL2B	138	132	178	122	113	308
CHL1	8	17	33	13	10	47
CNTN6	0	0	0	0	0	0
CNTN4	0	0	0	0	0	0
CNTN4-AS2	0	0	0	0	0	0
IL5RA	0	0	0	0	0	0
TRNT1	165	104	257	105	169	412
CRBN	223	222	355	175	167	531
LRRN1	62	77	119	53	61	118
SETMAR	86	77	145	58	68	170
SUMF1	878	785	1170	728	763	2113
ITPR1	193	169	289	115	150	383
EGOT	4	3	1	10	6	8
BHLHE40-AS1	3	0	0	0	2	2
BHLHE40	6814	6460	9908	6726	6745	19927
ARL8B	706	879	2104	648	663	1892
EDEM1	1428	1231	2087	1239	1287	3724
MIR4790	0	0	0	0	0	0
GRM7	0	0	0	0	0	0
LMCD1-AS1	3	2	16	0	6	10
LMCD1	28	22	34	24	23	54
LINC00312	0	2	6	0	0	5
SSUH2	2	2	1	0	1	4
CAV3	0	0	0	0	0	0
OXTR	1	4	18	5	11	27
RAD18	97	100	172	86	72	237
SRGAP3	495	500	713	359	327	1043
THUMPD3	467	405	747	363	385	993
SETD5	2276	1952	2996	1955	2053	5781
LHFPL4	1	0	0	0	0	3
MTMR14	467	398	613	344	386	1175
CPNE9	1	0	0	0	0	0
BRPF1	350	328	469	328	323	898
OGG1	96	86	205	99	87	275
CAMK1	15	15	16	16	19	49
TADA3	675	638	867	614	511	1682
ARPC4	406	376	614	413	346	1099
ARPC4-TTLL3	0	0	0	0	0	0
TTLL3	27	40	57	39	25	106
RPUSD3	151	134	214	152	139	377
CIDEC	0	0	0	0	0	0
JAGN1	208	235	342	213	177	533
IL17RE	177	191	261	115	138	405
IL17RC	81	84	156	108	95	265
CRELD1	505	573	749	569	448	1396
PRRT3	17	24	31	9	10	57
PRRT3-AS1	12	14	31	19	15	31
EMC3	746	677	1070	618	678	1946
CIDECP	56	45	78	57	57	189
FANCD2	123	97	182	90	116	252
FANCD2OS	0	1	0	0	0	0
BRK1	1347	1276	2162	1121	1162	3696
VHL	660	661	1098	559	598	1577
IRAK2	87	76	109	193	220	641
TATDN2	460	381	636	435	478	1269
GHRLOS	28	14	29	21	20	66
LINC00852	15	17	29	14	12	38
GHRL	0	0	1	0	0	0
SEC13	1190	1041	1834	1380	1161	3397
ATP2B2	0	1	0	0	0	0
MIR885	0	0	0	0	0	0
LINC00606	0	0	0	0	0	0
SLC6A11	76	65	106	70	68	201
SLC6A1	0	0	0	0	0	0
SLC6A1-AS1	0	0	0	0	0	0
HRH1	106	95	150	84	98	277
ATG7	245	215	306	202	217	719
VGLL4	888	848	1395	737	689	1981
TAMM41	149	95	170	113	115	352
SYN2	6	3	7	4	7	3
TIMP4	2	13	13	3	1	8
PPARG	87	88	145	80	92	283
TSEN2	223	155	313	173	196	573
MKRN2	354	306	622	280	307	869
RAF1	856	712	1239	760	796	2431
TMEM40	2225	2102	3172	1802	1886	6454
CAND2	5	3	5	1	0	11
RPL32	11364	9536	17401	9094	9220	31024
SNORA7A	0	0	0	0	0	0
IQSEC1	394	373	548	296	317	919
NUP210	3	5	2	3	1	7
HDAC11	433	438	606	324	302	1035
FBLN2	19	26	33	18	7	20
LINC00620	0	0	0	0	0	0
WNT7A	332	330	587	524	387	1333
FGD5P1	0	0	0	0	1	0
TPRXL	35	23	31	22	13	68
CHCHD4	184	171	280	189	184	638
TMEM43	1174	1106	1638	1220	1018	3163
XPC	957	920	1365	753	809	2221
LSM3	917	705	1285	546	674	1897
SLC6A6	311	295	425	291	306	781
GRIP2	1	4	5	8	3	11
CCDC174	268	303	525	253	289	807
C3orf20	2	3	3	2	8	5
FGD5	0	0	0	0	1	0
FGD5-AS1	1029	797	1402	714	782	2270
NR2C2	429	380	585	322	374	1074
MRPS25	386	388	588	385	398	1185
COL6A4P1	0	0	0	0	0	1
CAPN7	313	335	715	228	235	752
SH3BP5-AS1	153	180	221	152	141	435
SH3BP5	262	215	433	225	269	755
METTL6	115	88	177	82	80	206
EAF1	548	460	717	410	424	1324
COLQ	9	17	17	12	14	34
MIR4270	0	0	0	0	0	0
HACL1	126	116	214	113	124	324
BTD	113	85	147	81	95	234
ANKRD28	297	233	468	210	225	689
MIR563	0	0	0	0	0	0
GALNT15	0	0	0	0	0	1
DPH3	403	301	640	311	346	1000
OXNAD1	89	75	171	85	87	232
RFTN1	333	282	519	385	392	1216
DAZL	2	0	0	0	1	0
PLCL2	50	45	54	38	50	101
MIR3714	0	0	0	0	0	0
TBC1D5	989	887	1558	741	743	2035
LOC339862	0	0	0	0	0	0
SATB1	484	489	795	380	349	1097
KCNH8	0	0	0	0	0	0
MIR4791	0	0	0	0	0	0
EFHB	1	2	1	2	0	1
RAB5A	838	876	1681	703	783	2130
PP2D1	0	0	0	0	2	0
KAT2B	91	88	198	65	72	256
VENTXP7	0	0	0	0	0	0
ZNF385D	3	7	3	2	3	16
UBE2E2	645	606	1119	627	587	1859
MIR548AC	0	0	0	0	0	0
UBE2E1	849	788	1295	729	790	2296
NKIRAS1	96	90	182	101	130	309
RPL15	6461	5883	10004	5959	5516	18077
NR1D2	270	294	521	184	207	511
LINC00691	0	0	0	0	1	4
THRB	211	195	213	132	132	379
THRB-AS1	1	0	1	0	0	0
RARB	331	259	405	197	236	541
TOP2B	2087	1903	3748	1670	1949	5271
MIR4442	7	8	16	13	6	14
NGLY1	243	225	480	198	222	701
OXSM	113	90	220	99	103	268
LINC00692	0	0	0	0	0	0
LRRC3B	1	0	0	0	0	0
NEK10	8	10	12	1	3	14
SLC4A7	612	551	1039	442	552	1340
EOMES	4	1	3	4	6	2
CMC1	38	42	77	39	29	83
AZI2	245	262	578	286	229	722
ZCWPW2	11	12	25	7	10	42
LINC00693	0	1	0	0	0	4
RBMS3	103	97	183	62	78	227
TGFBR2	4496	3947	7119	4277	4447	13827
GADL1	3	0	0	0	0	0
STT3B	1492	1617	2804	1312	1445	3599
OSBPL10	317	287	477	287	279	814
OSBPL10-AS1	0	0	0	0	0	0
ZNF860	42	37	110	44	36	90
GPD1L	137	108	205	97	97	272
CMTM8	24	14	13	20	14	34
CMTM7	418	326	512	346	281	1012
CMTM6	992	1131	2546	983	999	2542
DYNC1LI1	308	262	605	318	302	905
CNOT10	286	256	463	209	272	703
TRIM71	0	0	0	0	0	0
CCR4	0	0	0	0	0	0
GLB1	1910	1738	2566	1409	1465	4205
TMPPE	28	32	52	27	24	81
CRTAP	2236	1967	3129	1731	1797	5208
SUSD5	5	4	22	5	7	18
FBXL2	306	263	354	238	214	632
UBP1	1019	927	1578	805	939	2434
CLASP2	500	380	785	398	385	1234
PDCD6IP	3201	3106	5315	2787	2836	7961
ARPP21	0	0	0	0	0	0
MIR128-2	0	0	0	0	0	0
STAC	24	19	36	16	15	60
DCLK3	0	0	0	0	0	0
TRANK1	175	182	291	153	150	407
EPM2AIP1	163	205	351	154	159	349
MLH1	398	325	482	266	313	904
LRRFIP2	1558	1364	2020	1143	1186	3612
GOLGA4	3437	3369	6840	2934	3230	8456
C3orf35	2	3	12	5	7	13
ITGA9	0	1	4	1	3	7
CTDSPL	1106	1020	1791	697	779	2356
MIR26A1	0	0	0	1	0	0
VILL	288	303	471	264	251	767
PLCD1	456	404	574	430	339	952
DLEC1	3	2	1	2	4	9
ACAA1	857	734	1203	866	764	2250
MYD88	1447	1332	2033	1267	1527	4228
OXSR1	1146	993	1817	1014	1122	3321
SLC22A13	2	2	7	2	2	1
SLC22A14	5	4	3	5	10	17
XYLB	38	42	59	34	37	79
ACVR2B-AS1	3	3	5	4	4	8
ACVR2B	90	69	160	70	62	165
EXOG	73	70	127	76	70	171
SCN5A	2	0	2	1	1	1
SCN10A	0	0	0	0	0	0
SCN11A	0	4	0	0	2	0
WDR48	484	436	936	417	391	1339
GORASP1	539	489	779	557	496	1507
TTC21A	25	33	37	21	19	76
CSRNP1	87	89	97	105	89	312
XIRP1	0	2	0	0	0	0
CX3CR1	0	0	0	0	0	0
CCR8	0	0	0	0	0	0
SLC25A38	306	242	477	257	282	854
RPSA	11268	8702	12798	9442	10179	28471
SNORA6	4	7	7	8	4	21
SNORA62	32	22	33	21	21	56
MOBP	0	0	0	0	1	0
MYRIP	0	0	0	0	0	0
EIF1B-AS1	9	7	16	7	6	11
EIF1B	508	585	1065	579	566	1281
ENTPD3	796	726	1099	806	845	2382
ENTPD3-AS1	18	16	26	14	18	42
RPL14	7737	6223	10594	5814	6402	19947
ZNF619	87	44	95	58	71	206
ZNF620	4	10	11	6	4	14
ZNF621	436	409	827	369	407	976
CTNNB1	7203	6116	10338	6009	6024	17995
ULK4	35	30	56	21	29	72
TRAK1	1997	1947	3133	1618	1643	5092
CCK	13	10	18	11	11	10
LYZL4	0	0	0	0	0	0
VIPR1	56	56	71	22	19	102
SEC22C	423	417	740	354	430	1249
SS18L2	57	49	107	54	46	164
NKTR	1182	1183	1901	933	1077	3118
ZBTB47	248	295	332	294	209	622
KLHL40	0	0	0	0	0	0
HHATL	0	0	0	0	0	1
CCDC13	11	11	10	9	9	45
CCDC13-AS1	0	0	0	0	0	0
HIGD1A	5138	4360	6723	2995	3775	10796
CYP8B1	0	2	0	0	0	0
ZNF662	19	9	15	6	11	33
KRBOX1	18	5	25	16	10	22
FAM198A	1	3	5	0	0	4
SNRK	201	202	426	172	170	550
SNRK-AS1	21	25	9	7	10	38
ANO10	396	480	711	438	409	1091
ABHD5	430	396	693	269	392	935
MIR138-1	2	6	3	6	4	16
TOPAZ1	0	0	0	0	0	0
TCAIM	203	225	501	195	196	610
ZNF445	308	329	502	252	249	811
ZKSCAN7	43	53	63	30	29	132
ZNF660	1	4	5	2	0	3
ZNF197	221	224	420	211	177	511
ZNF35	181	182	275	159	181	510
ZNF502	84	74	101	54	62	184
ZNF501	48	53	88	34	42	142
KIAA1143	451	393	767	390	361	1179
KIF15	39	42	70	38	36	95
MIR564	0	0	0	0	0	0
TMEM42	74	66	109	59	41	131
TGM4	33	26	65	35	23	109
ZDHHC3	2659	2468	3581	1909	2149	6576
EXOSC7	412	355	573	395	346	1071
CLEC3B	1	1	0	0	0	0
CDCP1	3228	2791	4498	3410	3528	10179
TMEM158	6	10	17	6	9	34
LARS2	582	540	881	511	533	1563
LARS2-AS1	0	0	0	0	0	0
LIMD1	356	325	521	293	286	751
LIMD1-AS1	2	8	0	3	1	6
SACM1L	533	397	684	380	378	1062
SLC6A20	0	0	0	0	1	1
LZTFL1	65	84	176	65	60	191
CCR9	0	0	0	0	0	3
FYCO1	1053	1005	1438	881	819	2551
CXCR6	0	0	0	0	0	0
XCR1	0	0	0	0	0	0
CCR1	0	0	0	0	0	0
CCR3	4	1	1	0	0	1
CCR2	0	0	0	0	0	0
CCR5	0	0	0	0	0	0
CCRL2	3	12	8	4	3	11
LTF	1	0	0	0	0	0
RTP3	0	0	0	0	0	0
LRRC2	1	1	6	0	2	8
LRRC2-AS1	0	0	0	0	0	1
TDGF1	0	0	0	0	0	0
ALS2CL	2063	2466	3207	2242	1869	5626
TMIE	3	5	3	4	0	11
PRSS50	0	0	0	0	0	0
PRSS45	0	0	2	0	0	0
PRSS42	0	0	0	0	0	0
MYL3	0	0	0	0	0	0
PTH1R	0	2	0	0	0	0
CCDC12	263	251	489	319	191	744
NBEAL2	1210	1412	1712	1421	1001	3435
NRADDP	1	2	2	5	0	2
SETD2	1195	1051	1730	929	1000	2956
KIF9-AS1	29	27	43	9	31	58
KIF9	32	39	37	38	22	103
KLHL18	481	390	618	465	453	1504
PTPN23	711	759	959	672	547	1481
SCAP	556	604	830	702	488	1564
ELP6	255	229	271	223	230	562
CSPG5	5	7	4	2	4	5
SMARCC1	2407	2056	3756	1974	2071	5733
DHX30	679	629	967	821	566	1858
MIR1226	0	0	0	0	0	0
MAP4	8858	7456	11060	7468	7654	22482
CDC25A	71	49	89	68	68	135
MIR4443	0	0	0	0	0	0
CAMP	1	3	2	1	0	0
ZNF589	287	240	391	227	251	731
NME6	143	143	245	159	139	402
SPINK8	0	0	0	0	0	0
FBXW12	0	0	0	0	0	0
PLXNB1	1809	1922	2482	2031	1451	4397
CCDC51	362	293	437	288	226	787
TMA7	3273	2861	5019	2550	2574	8484
ATRIP	71	48	71	53	61	193
TREX1	33	49	55	41	26	80
SHISA5	1215	1253	1739	1646	1096	3638
PFKFB4	643	579	761	643	570	1774
UCN2	180	183	254	156	117	391
COL7A1	4745	5497	7161	5350	3861	10591
MIR711	0	0	0	0	0	0
UQCRC1	1381	1238	1927	1319	1168	3701
TMEM89	0	2	1	1	0	2
