NegControl1	NegControl2	NegControl3	NegControl4	NegControl5	case1.lung1	case1.lung2	case1.lung3	case1.lung4	case2.lung1	case2.lung2	case2.lung3	case3.lung1	case3.lung2	case4.lung1	case4.lung2	case5.lung1	case5.lung2	case5.lung3	case5.lung4	case5.lung5	ENTREZID	ENSEMBL	HGNC_SYMBOL
11	0	1	0	0	1	0	0	0	5	1	1	4	4	2	0	0	0	5	1	1	284358	ENSG00000176909	MAMSTR
276	101	239	155	80	847	123	150	34	123	251	181	595	133	55	0	114	7	266	126	252	4121	ENSG00000111885	MAN1A1
264	77	280	154	109	722	162	133	46	155	151	186	490	98	56	1	136	4	306	136	281	10905	ENSG00000198162	MAN1A2
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100129507	NA	MAN1A2P1
150	36	62	65	32	181	24	28	10	37	60	60	254	31	24	1	51	0	94	49	113	11253	ENSG00000177239	MAN1B1
2	0	0	5	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	2	0	NA	NA	MAN1B1-AS1
113	7	37	76	14	124	33	24	3	15	24	37	68	23	23	2	23	6	69	11	59	57134	ENSG00000117643	MAN1C1
148	57	100	166	72	508	65	77	18	95	125	126	383	58	25	0	70	4	218	41	186	4124	ENSG00000112893	MAN2A1
245	17	174	135	24	354	55	40	7	57	72	132	169	47	44	0	65	0	156	68	177	4122	ENSG00000196547	MAN2A2
104	29	58	73	12	254	38	31	6	51	69	80	281	86	40	1	108	4	116	42	122	4125	ENSG00000104774	MAN2B1
180	25	73	101	16	349	62	45	8	51	51	67	198	29	37	1	59	2	101	57	100	23324	ENSG00000013288	MAN2B2
233	12	146	147	11	164	35	23	3	36	39	55	127	42	90	2	53	3	124	71	160	4123	ENSG00000140400	MAN2C1
95	33	68	82	58	301	33	32	7	83	127	124	241	58	13	2	64	1	113	67	155	4126	ENSG00000109323	MANBA
49	1	7	16	7	49	18	6	2	7	27	11	35	16	4	0	13	0	48	11	26	63905	ENSG00000101363	MANBAL
44	12	24	17	20	122	15	14	2	27	33	23	110	9	0	0	23	0	35	17	69	79694	ENSG00000172469	MANEA
1	1	1	5	0	8	1	4	3	1	2	6	7	3	0	0	1	0	5	5	11	NA	NA	MANEA-AS1
1	0	0	9	1	3	0	0	0	3	3	1	3	0	0	0	1	0	0	1	2	149175	ENSG00000185090	MANEAL
90	10	36	36	16	374	43	41	5	40	33	42	125	46	16	0	38	1	71	28	79	7873	ENSG00000145050	MANF
17	10	9	27	7	39	11	9	6	16	13	15	93	8	9	0	13	2	45	34	45	54682	ENSG00000111261	MANSC1
0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	100287284	ENSG00000205693	MANSC4
331	114	214	330	113	529	81	96	16	149	220	185	572	117	135	2	210	9	402	217	522	4128	ENSG00000189221	MAOA
103	6	39	30	7	195	20	35	7	9	13	11	64	7	3	0	21	0	31	19	16	4129	ENSG00000069535	MAOB
2	1	0	3	0	3	0	0	0	6	3	4	11	4	4	0	1	0	6	0	2	54627	ENSG00000212916	MAP10
431	25	78	108	37	872	102	90	18	44	64	64	205	63	39	1	68	7	191	123	228	4130	ENSG00000166963	MAP1A
1743	215	856	428	331	2073	288	244	67	348	310	397	906	159	198	4	428	26	1170	609	1173	4131	ENSG00000131711	MAP1B
4	1	6	13	2	46	5	0	0	4	3	7	20	4	13	0	6	0	19	9	8	84557	ENSG00000101460	MAP1LC3A
138	74	167	203	147	470	76	71	15	109	93	107	244	61	29	1	105	3	189	70	167	81631	ENSG00000140941	MAP1LC3B
1	1	3	4	3	21	5	0	0	12	2	0	2	0	0	0	6	0	11	6	9	643246	ENSG00000258102	MAP1LC3B2
1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	440738	ENSG00000197769	MAP1LC3C
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	387615	NA	MAP1LC3P
80	11	45	42	5	159	39	17	6	11	28	35	76	24	40	0	26	4	40	18	54	55201	ENSG00000130479	MAP1S
425	22	186	238	53	961	174	172	45	95	75	49	190	18	25	4	57	1	165	86	167	4133	ENSG00000078018	MAP2
109	29	131	133	21	282	64	41	5	74	61	107	193	36	72	10	117	12	143	73	148	5604	ENSG00000169032	MAP2K1
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	29778	NA	MAP2K1P1
218	25	85	119	25	287	64	44	11	73	79	64	230	62	48	3	56	7	131	63	123	5605	ENSG00000126934	MAP2K2
131	14	88	105	11	150	23	16	3	25	40	32	124	32	22	1	48	3	81	21	84	5606	ENSG00000034152	MAP2K3
61	21	60	51	21	93	16	9	1	35	25	20	55	8	6	0	18	2	64	15	39	6416	ENSG00000065559	MAP2K4
0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	139201	ENSG00000269904	MAP2K4P1
56	5	26	17	5	100	14	13	0	16	27	35	65	9	3	1	24	0	35	8	38	5607	ENSG00000137764	MAP2K5
13	3	8	8	3	21	2	7	1	1	3	14	17	9	3	2	4	0	16	3	11	5608	ENSG00000108984	MAP2K6
119	6	70	46	9	207	35	29	4	27	22	26	115	33	21	0	46	4	87	59	60	5609	ENSG00000076984	MAP2K7
100	25	232	110	29	354	67	44	15	72	66	72	357	82	16	0	69	2	190	84	139	4214	ENSG00000095015	MAP3K1
49	0	28	24	0	77	14	19	1	3	14	7	21	4	10	1	9	1	17	7	20	4294	ENSG00000130758	MAP3K10
162	8	134	82	7	364	87	51	11	29	60	59	218	75	85	0	57	5	90	46	138	4296	ENSG00000173327	MAP3K11
106	3	67	87	16	194	21	17	4	31	36	64	123	23	24	5	39	6	103	40	109	7786	ENSG00000139625	MAP3K12
39	19	34	98	15	156	19	45	3	38	32	47	158	19	11	0	26	2	58	28	64	9175	ENSG00000073803	MAP3K13
80	4	46	28	1	76	27	15	1	10	22	18	73	16	14	0	17	0	40	17	52	9020	ENSG00000006062	MAP3K14
3	0	6	8	0	2	0	2	0	3	1	0	11	4	2	0	1	0	7	2	3	100133991	NA	MAP3K14-AS1
1	4	28	6	1	5	2	0	0	2	0	0	0	4	0	0	3	2	2	1	3	80122	ENSG00000176601	MAP3K19
232	109	409	257	141	636	71	78	6	144	132	153	334	57	25	0	40	0	175	75	173	10746	ENSG00000169967	MAP3K2
157	12	171	88	26	333	74	56	16	55	46	67	240	53	48	0	73	0	133	40	140	4215	ENSG00000198909	MAP3K3
116	6	69	58	25	248	37	29	8	26	43	36	133	46	18	1	30	3	87	22	77	4216	ENSG00000085511	MAP3K4
124	9	151	102	34	329	63	46	15	75	54	88	207	52	20	3	58	4	194	61	191	4217	ENSG00000197442	MAP3K5
174	7	204	81	2	189	48	16	12	45	47	55	127	16	75	1	34	2	71	38	106	9064	ENSG00000142733	MAP3K6
115	26	100	128	39	274	46	32	19	49	72	74	210	38	34	2	39	0	96	37	140	6885	ENSG00000135341	MAP3K7
7	10	31	13	7	167	9	25	6	7	3	12	24	3	4	0	6	0	18	6	17	56911	ENSG00000156265	MAP3K7CL
136	39	121	76	47	164	25	39	2	48	59	63	138	28	22	0	92	5	123	49	140	1326	ENSG00000107968	MAP3K8
27	6	24	85	2	66	9	11	3	15	31	16	41	7	11	1	11	1	34	12	14	4293	ENSG00000006432	MAP3K9
1191	135	975	721	147	2200	438	350	88	346	388	438	1311	284	145	3	369	14	723	422	767	4134	ENSG00000047849	MAP4
0	1	28	3	3	45	8	2	6	9	12	10	74	21	12	0	23	1	35	8	29	11184	ENSG00000104814	MAP4K1
21	6	47	35	8	105	5	10	1	19	18	51	72	13	30	1	22	1	37	4	62	5871	ENSG00000168067	MAP4K2
123	19	98	70	20	190	27	43	5	39	44	47	154	32	29	1	45	0	85	28	108	8491	ENSG00000011566	MAP4K3
1174	127	548	767	322	2026	362	308	72	424	406	460	1190	190	81	2	322	25	675	352	842	9448	ENSG00000071054	MAP4K4
150	22	211	129	29	328	66	40	3	64	87	67	217	43	7	0	51	2	127	75	109	11183	ENSG00000012983	MAP4K5
13	2	10	6	0	25	5	0	1	4	8	1	17	4	1	0	1	0	10	3	7	4135	ENSG00000171533	MAP6
0	0	1	0	0	2	1	0	0	0	1	0	1	0	1	0	1	0	0	1	1	79929	ENSG00000180834	MAP6D1
44	16	42	81	4	173	21	19	10	40	34	35	179	31	18	1	54	1	73	41	74	9053	ENSG00000135525	MAP7
533	50	283	276	31	758	195	112	16	123	164	185	591	117	164	4	199	12	299	198	325	55700	ENSG00000116871	MAP7D1
3	0	1	1	1	7	0	1	0	2	0	0	3	3	1	0	0	0	2	0	0	256714	ENSG00000184368	MAP7D2
151	6	65	57	19	213	31	17	11	33	30	57	136	28	9	0	44	1	88	48	91	79649	ENSG00000129680	MAP7D3
58	22	36	76	8	58	12	8	2	39	26	15	61	10	6	0	18	0	47	8	45	79884	ENSG00000164114	MAP9
290	75	263	257	74	610	95	66	22	114	145	159	443	92	31	0	120	3	259	101	272	5594	ENSG00000100030	MAPK1
27	4	14	1	5	41	10	3	5	5	12	4	54	17	2	1	27	1	25	4	25	5602	ENSG00000109339	MAPK10
19	3	9	18	2	10	4	3	1	11	1	2	29	3	15	1	6	2	4	10	26	5600	ENSG00000185386	MAPK11
73	0	30	18	0	56	7	0	1	10	8	17	19	10	6	2	5	1	16	8	25	6300	ENSG00000188130	MAPK12
67	11	76	126	9	129	24	11	1	49	56	52	174	49	47	2	36	4	77	25	115	5603	ENSG00000156711	MAPK13
134	42	126	157	61	467	67	77	9	86	81	77	277	74	33	1	58	3	191	60	183	1432	ENSG00000112062	MAPK14
6	3	44	2	1	0	0	0	1	3	0	1	25	4	4	0	3	1	0	2	2	225689	ENSG00000181085	MAPK15
202	102	223	285	77	518	75	114	17	135	143	169	417	72	49	0	97	3	237	84	248	93487	ENSG00000168175	MAPK1IP1L
92	10	111	45	10	198	29	17	7	47	32	50	185	42	50	0	73	3	101	54	98	5595	ENSG00000102882	MAPK3
2	3	8	6	1	45	17	4	2	1	1	1	15	1	11	0	1	1	37	5	17	5596	ENSG00000141639	MAPK4
121	52	142	144	97	199	24	23	4	58	25	73	169	20	7	0	41	0	124	29	120	5597	ENSG00000069956	MAPK6
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	MAPK6PS2
8	1	16	5	2	8	7	2	1	4	2	5	12	5	1	0	2	0	6	6	4	NA	NA	MAPK6PS3
88	14	66	66	6	107	33	6	0	26	26	25	95	13	21	0	24	3	67	26	59	5598	ENSG00000166484	MAPK7
51	35	20	47	20	93	14	23	9	12	11	20	67	17	10	0	9	0	34	10	34	5599	ENSG00000107643	MAPK8
12	0	1	3	0	10	4	1	0	1	1	3	4	3	1	0	2	0	0	4	5	9479	ENSG00000121653	MAPK8IP1
2	0	0	3	0	2	0	0	0	0	0	1	3	1	2	1	5	1	1	0	2	23542	ENSG00000008735	MAPK8IP2
395	8	321	206	20	215	62	33	5	56	92	102	300	67	99	0	109	11	217	112	201	23162	ENSG00000138834	MAPK8IP3
79	25	55	51	26	219	31	41	1	37	54	38	136	40	19	0	35	3	69	15	67	5601	ENSG00000050748	MAPK9
238	31	88	118	39	312	65	40	14	79	75	81	211	61	31	1	52	3	113	75	148	79109	ENSG00000119487	MAPKAP1
223	41	195	202	46	492	132	69	20	70	86	135	292	108	94	2	82	3	202	112	215	9261	ENSG00000162889	MAPKAPK2
91	6	27	120	2	126	15	5	2	20	30	54	109	23	32	0	43	0	57	20	62	7867	ENSG00000114738	MAPKAPK3
115	9	113	114	15	159	29	29	4	50	58	46	149	54	12	1	32	2	113	39	101	8550	ENSG00000089022	MAPKAPK5
18	7	26	21	4	60	14	21	1	8	18	9	39	13	10	0	4	1	36	10	8	51275	ENSG00000234608	MAPKAPK5-AS1
95	1	70	53	11	72	15	17	2	24	30	27	76	20	20	0	16	2	35	21	45	23005	ENSG00000137802	MAPKBP1
244	57	206	179	98	501	66	99	11	128	129	131	356	89	55	1	112	6	237	111	243	22919	ENSG00000101367	MAPRE1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	80327	NA	MAPRE1P1
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	100422229	ENSG00000233204	MAPRE1P3
139	31	137	104	30	496	80	84	7	47	65	81	270	69	22	3	64	2	156	61	183	10982	ENSG00000166974	MAPRE2
29	12	33	19	5	78	16	4	5	29	9	15	53	10	8	0	16	0	41	41	42	22924	ENSG00000084764	MAPRE3
1	0	7	1	0	4	2	0	0	2	1	2	10	2	1	0	3	0	7	4	4	4137	ENSG00000186868	MAPT
0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	100130148	ENSG00000279685	MAPT-IT1
23	6	16	7	5	96	16	22	0	7	7	5	39	5	7	1	7	0	14	3	22	NA	NA	MARC1
54	9	40	54	5	105	5	10	3	22	25	32	81	24	10	0	17	0	63	31	44	NA	NA	MARC2
8	56	72	48	5	205	17	27	2	33	17	29	62	10	3	0	14	0	51	12	65	NA	NA	MARCH1
0	0	4	0	0	4	0	1	0	1	2	0	1	0	2	0	1	1	0	3	0	NA	NA	MARCH10
31	8	18	28	4	79	15	2	0	10	17	23	70	30	17	1	19	1	31	13	45	NA	NA	MARCH2
11	0	12	11	0	39	7	6	3	2	6	12	14	3	2	2	6	0	16	4	6	NA	NA	MARCH3
9	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	NA	MARCH4
18	23	44	58	7	107	19	36	1	38	14	24	95	16	12	0	16	0	54	25	49	NA	NA	MARCH5
257	87	375	285	146	713	133	117	28	154	131	203	616	175	147	0	156	22	376	176	369	NA	NA	MARCH6
285	84	269	244	74	370	88	61	13	159	137	155	442	129	20	0	96	7	279	111	310	NA	NA	MARCH7
91	15	66	59	15	184	55	36	9	51	30	52	134	49	16	1	26	3	92	43	63	NA	NA	MARCH8
12	9	15	21	1	8	6	2	0	2	2	9	24	13	16	0	6	1	9	6	15	NA	NA	MARCH9
292	219	255	183	209	687	105	138	27	211	188	188	686	137	98	4	136	10	299	185	267	4082	ENSG00000277443	MARCKS
62	10	30	61	24	139	28	11	2	67	70	115	184	52	29	2	35	5	72	37	64	65108	ENSG00000175130	MARCKSL1
4	0	0	1	0	12	7	1	0	1	0	5	5	1	2	0	1	0	4	0	0	100913183	NA	MARCKSL1P1
87	210	112	85	192	1156	37	52	9	201	134	118	463	91	88	0	106	3	156	83	167	8685	ENSG00000019169	MARCO
32	1	32	15	5	53	6	1	0	3	4	4	14	8	3	0	11	0	12	8	20	4139	ENSG00000116141	MARK1
131	23	88	104	13	257	55	36	12	34	82	70	212	51	27	0	35	6	99	48	101	2011	ENSG00000072518	MARK2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	402679	ENSG00000227284	MARK2P10
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100421499	NA	MARK2P17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	100421496	ENSG00000250372	MARK2P4
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	100421500	NA	MARK2P6
7	3	19	7	6	17	3	3	1	4	3	1	1	2	1	0	1	0	0	2	1	100421498	NA	MARK2P8
0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	100507674	NA	MARK2P9
372	65	305	358	81	860	142	136	25	158	169	204	402	96	42	4	127	5	288	138	325	4140	ENSG00000075413	MARK3
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	100421550	ENSG00000271642	MARK3P1
84	6	79	64	11	106	22	16	6	16	32	22	103	20	14	1	22	1	53	16	45	57787	ENSG00000007047	MARK4
271	26	183	166	60	824	114	85	30	47	76	111	278	72	29	3	108	4	219	112	201	NA	NA	MARS
7	3	3	12	1	16	8	6	0	4	11	2	14	3	7	0	2	0	2	1	5	92935	ENSG00000247626	MARS2
170	30	32	120	18	115	25	24	0	33	27	36	119	17	30	0	71	5	88	58	127	83742	ENSG00000155254	MARVELD1
35	2	23	41	8	68	10	10	4	17	23	18	56	13	7	0	15	0	25	11	46	153562	ENSG00000152939	MARVELD2
2	2	1	19	3	7	4	1	0	2	5	7	24	2	4	0	0	0	2	2	6	91862	ENSG00000140832	MARVELD3
0	0	0	3	1	0	1	1	0	3	3	3	2	4	5	4	1	2	2	0	1	4142	ENSG00000130368	MAS1
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	116511	ENSG00000204687	MAS1L
9	2	12	4	0	3	1	0	1	1	1	2	11	2	1	1	2	1	4	4	9	5648	ENSG00000127241	MASP1
4	2	2	4	0	0	0	0	1	6	0	5	1	0	0	0	0	0	0	2	0	10747	ENSG00000009724	MASP2
0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	1	1	0	1	0	3	22983	ENSG00000105613	MAST1
134	6	83	168	10	230	31	19	7	45	32	51	171	43	17	0	53	1	99	72	71	23139	ENSG00000086015	MAST2
100	8	117	54	4	186	35	28	3	14	17	43	108	36	13	0	50	6	76	54	67	23031	ENSG00000099308	MAST3
284	29	317	195	28	647	154	72	22	102	160	157	525	136	60	0	117	3	211	105	294	375449	ENSG00000069020	MAST4
1	0	0	0	1	2	0	0	0	1	1	4	4	0	0	0	0	0	1	0	0	101928794	NA	MAST4-AS1
0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	100874310	NA	MAST4-IT1
27	7	33	20	6	45	2	7	1	9	10	16	39	12	6	0	9	0	26	11	38	84930	ENSG00000120539	MASTL
0	1	1	0	1	0	1	0	0	0	0	0	4	1	0	0	0	1	0	0	0	4143	ENSG00000151224	MAT1A
316	77	211	340	73	437	88	93	24	171	231	218	363	102	54	0	141	5	248	102	263	4144	ENSG00000168906	MAT2A
94	37	80	93	41	415	52	75	5	91	76	93	308	78	19	1	84	3	162	74	155	27430	ENSG00000038274	MAT2B
22	0	15	5	2	22	4	5	0	0	12	3	25	5	5	1	4	1	9	3	4	4145	ENSG00000007264	MATK
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4146	ENSG00000162510	MATN1
3	1	2	1	0	2	4	0	0	1	0	0	0	0	0	0	0	0	6	2	1	100129196	ENSG00000186056	MATN1-AS1
46	6	20	14	6	65	11	3	5	12	13	21	54	18	17	2	8	2	35	39	35	4147	ENSG00000132561	MATN2
1	0	8	2	1	6	0	1	0	0	1	3	9	0	1	0	0	0	1	1	5	4148	ENSG00000132031	MATN3
772	160	668	612	269	2473	349	406	94	436	405	399	1223	299	116	1	309	8	756	338	720	9782	ENSG00000015479	MATR3
187	18	132	101	23	196	56	18	11	51	51	64	206	51	24	0	53	2	89	46	94	23383	ENSG00000129933	MAU2
339	50	330	394	43	575	110	68	28	156	182	214	549	122	96	7	167	16	316	134	345	57506	ENSG00000088888	MAVS
162	37	174	124	56	585	93	102	11	97	117	114	406	102	74	3	96	19	226	118	222	4149	ENSG00000125952	MAX
62	7	17	39	7	83	24	16	5	11	18	30	59	12	14	0	13	0	30	23	35	4150	ENSG00000103495	MAZ
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4151	ENSG00000198125	MB
4	4	21	15	12	347	44	42	6	16	17	29	64	14	5	1	24	1	9	17	30	NA	NA	MB21D1
6	1	4	3	1	15	4	0	1	6	3	6	18	1	1	0	2	0	7	4	16	151963	ENSG00000180611	MB21D2
172	23	109	122	15	209	45	27	12	40	54	61	206	50	48	1	63	2	107	47	134	4152	ENSG00000141644	MBD1
177	125	304	173	98	821	82	153	33	102	140	127	472	108	68	6	213	17	352	131	291	8932	ENSG00000134046	MBD2
86	2	20	51	3	98	47	13	6	7	24	15	47	14	30	0	22	2	34	5	21	53615	ENSG00000071655	MBD3
120	26	97	113	22	313	39	29	7	53	51	92	223	51	27	0	74	1	169	60	179	8930	ENSG00000129071	MBD4
79	4	80	53	17	258	27	38	14	43	38	29	158	30	6	0	36	2	87	37	127	55777	ENSG00000204406	MBD5
194	38	196	131	50	319	63	51	11	78	79	91	287	69	56	4	77	2	144	77	175	114785	ENSG00000166987	MBD6
71	15	21	68	19	113	26	20	7	30	50	44	169	20	7	0	38	1	90	19	89	51562	ENSG00000151332	MBIP
8	0	1	4	0	10	1	0	0	3	3	6	22	8	4	0	3	1	4	0	11	8512	ENSG00000242600	MBL1P
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4153	ENSG00000165471	MBL2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50639	ENSG00000219430	MBL3P
1	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	255374	ENSG00000214309	MBLAC1
10	1	9	6	1	7	3	1	1	7	6	3	16	3	6	0	1	0	10	1	10	153364	ENSG00000176055	MBLAC2
610	246	809	592	302	1496	272	238	60	273	318	312	1077	292	78	1	286	7	693	329	712	4154	ENSG00000152601	MBNL1
14	1	17	4	6	48	6	2	4	6	5	4	41	7	6	0	7	1	43	4	10	401093	ENSG00000229619	MBNL1-AS1
356	63	183	196	105	1145	184	181	51	118	154	120	428	94	22	1	114	0	259	101	206	10150	ENSG00000139793	MBNL2
35	35	61	40	19	71	12	19	3	19	25	44	99	22	2	0	20	0	39	16	29	55796	ENSG00000076770	MBNL3
7	0	16	9	0	23	7	5	0	13	3	14	52	8	4	0	14	0	17	7	25	154141	ENSG00000172197	MBOAT1
49	9	101	67	16	241	40	41	13	27	42	40	137	20	7	0	33	0	46	21	59	129642	ENSG00000143797	MBOAT2
0	0	1	2	0	0	0	0	0	0	0	0	5	1	4	0	0	0	0	0	0	619373	ENSG00000177669	MBOAT4
56	11	103	166	16	723	138	109	16	40	29	43	96	27	45	2	51	2	59	18	73	79143	ENSG00000125505	MBOAT7
92	22	153	72	28	189	28	48	3	34	70	63	198	54	13	4	36	1	95	40	80	4155	ENSG00000197971	MBP
66	25	47	22	12	139	22	20	6	22	50	44	131	22	9	0	32	1	41	27	89	54799	ENSG00000011258	MBTD1
238	19	174	168	47	543	131	84	22	124	93	127	364	110	36	0	101	2	241	91	246	8720	ENSG00000140943	MBTPS1
28	15	23	30	5	75	10	6	2	13	17	28	52	4	4	0	13	2	30	11	39	51360	ENSG00000012174	MBTPS2
8	0	13	8	1	10	4	3	2	1	6	3	12	2	6	1	3	0	4	6	1	4157	ENSG00000258839	MC1R
448	71	432	276	78	856	142	131	33	139	81	92	377	130	132	5	208	12	454	290	521	4162	ENSG00000076706	MCAM
8	0	3	3	1	9	0	0	0	1	0	3	9	5	0	0	3	3	7	0	2	27349	ENSG00000100294	MCAT
100	10	123	115	33	218	56	34	12	43	52	71	183	41	31	0	32	3	82	23	80	4163	ENSG00000171444	MCC
92	9	35	46	15	97	25	17	0	28	37	38	184	51	23	0	46	1	105	34	106	56922	ENSG00000078070	MCCC1
0	1	2	3	0	2	0	0	0	1	1	1	4	2	0	0	0	0	1	0	1	106480736	NA	MCCC1-AS1
64	20	39	86	10	98	18	17	4	34	42	46	201	33	9	1	43	0	76	51	87	64087	ENSG00000131844	MCCC2
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100048903	ENSG00000235963	MCCD1P1
24	0	16	11	1	29	1	1	1	6	5	5	46	17	5	0	10	0	13	12	27	84693	ENSG00000124370	MCEE
7	3	43	13	10	66	4	12	0	6	0	3	37	9	13	0	4	1	38	2	29	199675	ENSG00000183019	MCEMP1
0	0	2	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	4168	ENSG00000101977	MCF2
57	11	176	149	16	332	108	45	33	88	46	65	79	31	43	1	87	0	107	79	121	23263	ENSG00000126217	MCF2L
1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	0	100289410	NA	MCF2L-AS1
4	0	6	3	0	8	1	2	0	0	4	1	10	3	3	1	3	1	3	6	3	23101	ENSG00000053524	MCF2L2
236	66	163	224	80	562	91	99	21	123	74	93	324	27	21	1	74	6	252	112	215	90411	ENSG00000180398	MCFD2
1	0	0	2	1	1	0	0	0	1	0	0	6	1	0	0	0	0	0	1	1	2847	ENSG00000128285	MCHR1
0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	345643	ENSG00000234602	MCIDAS
715	419	1216	1096	398	2992	615	549	76	411	580	694	1307	355	190	4	444	48	861	313	932	4170	ENSG00000143384	MCL1
11	1	2	4	2	31	7	6	1	10	1	2	23	12	3	0	11	1	19	6	20	55388	ENSG00000065328	MCM10
48	1	2	21	5	54	4	0	0	7	8	2	59	25	13	0	19	0	40	11	24	4171	ENSG00000073111	MCM2
237	26	76	67	21	389	51	58	12	62	40	73	308	68	33	0	93	2	155	83	191	4172	ENSG00000112118	MCM3
345	10	170	175	32	454	110	65	16	84	109	150	375	93	101	1	152	9	203	106	270	8888	ENSG00000160294	MCM3AP
9	7	13	14	4	27	6	5	1	8	15	4	19	3	4	0	8	0	14	4	13	114044	ENSG00000215424	MCM3AP-AS1
79	15	10	36	5	89	12	5	2	35	20	23	156	46	11	0	40	0	94	31	42	4173	ENSG00000104738	MCM4
71	2	15	44	5	85	23	12	0	21	17	27	116	23	20	0	32	1	86	16	63	4174	ENSG00000100297	MCM5
48	10	43	37	16	131	13	19	8	24	32	36	177	39	17	0	61	0	84	36	91	4175	ENSG00000076003	MCM6
126	8	32	55	7	142	19	16	4	32	15	30	180	40	23	0	56	3	91	22	103	4176	ENSG00000166508	MCM7
29	2	14	26	2	59	20	14	5	12	7	13	48	17	4	1	21	2	56	20	37	84515	ENSG00000125885	MCM8
53	26	60	21	15	89	16	17	0	24	17	38	132	32	11	1	13	3	39	14	49	254394	ENSG00000111877	MCM9
87	16	94	69	18	238	52	44	14	47	36	37	140	29	2	1	34	5	93	31	107	79892	ENSG00000197771	MCMBP
6	0	3	3	0	5	0	1	0	2	2	3	1	4	0	0	1	0	1	0	6	157777	ENSG00000178460	MCMDC2
60	4	57	15	10	92	11	3	5	15	9	30	115	13	17	2	24	1	25	15	42	57192	ENSG00000090674	MCOLN1
19	1	7	8	1	29	5	0	2	1	0	8	33	12	11	0	6	0	14	3	2	255231	ENSG00000153898	MCOLN2
19	2	12	16	2	133	2	10	2	5	4	8	20	6	2	1	2	0	8	8	13	55283	ENSG00000055732	MCOLN3
58	4	41	28	11	163	19	32	10	30	37	43	121	30	9	2	16	2	72	28	66	79648	ENSG00000147316	MCPH1
50	2	25	21	1	60	8	9	2	23	22	9	50	11	14	1	8	1	30	17	39	10445	ENSG00000187778	MCRS1
65	22	101	81	62	332	46	35	8	60	48	79	188	42	7	0	37	6	117	53	148	79772	ENSG00000175471	MCTP1
150	44	259	178	33	424	65	88	13	48	109	71	321	93	18	1	62	2	203	74	192	55784	ENSG00000140563	MCTP2
24	13	8	12	12	64	13	12	1	18	24	9	34	12	1	0	6	0	21	5	30	28985	ENSG00000232119	MCTS1
6	0	0	1	1	7	1	0	0	3	0	1	2	2	1	0	0	0	0	1	1	100101490	ENSG00000101898	MCTS2P
51	18	39	49	12	278	36	36	5	9	19	56	123	20	6	0	17	6	39	10	46	90550	ENSG00000156026	MCU
110	15	42	49	19	150	7	30	3	46	41	29	134	20	3	0	17	0	73	26	65	63933	ENSG00000050393	MCUR1
296	44	183	164	39	406	88	80	12	79	65	80	274	89	34	0	74	2	182	77	211	9656	ENSG00000137337	MDC1
32	1	13	22	1	72	17	7	1	9	22	39	57	17	11	0	9	1	19	6	23	4188	ENSG00000112559	MDFI
61	31	72	58	47	259	27	21	9	68	86	55	231	47	13	1	64	2	82	33	85	29969	ENSG00000135272	MDFIC
