#NAME	Case1	Case2	Case3	Case4	Case5	NegCtrl1	NegCtrl2	NegCtrl3	NegCtrl4	NegCtrl5
#CLASS_CvsI	Infected	Infected	Infected	Infected	Infected	Control	Control	Control	Control	Control
MACROD2	210	183	422	7	202	63	12	10	80	12
MACROD2-AS1	0	0	0	0	4	0	1	1	0	0
MACROD2-IT1	0	0	0	0	0	0	0	0	0	0
MAD1L1	205	166	220	50	300	167	8	59	42	5
MAD2L1	17	12	35	1	38	6	2	6	17	0
MAD2L1BP	33	14	20	4	40	5	3	10	5	1
MAD2L2	67	59	63	15	93	60	1	29	34	14
MADCAM1	1	0	4	0	2	1	0	1	0	0
MADD	611	297	431	57	622	248	17	194	106	27
MAEA	206	112	159	53	236	95	12	67	65	9
MAEL	0	0	0	0	0	0	0	0	0	0
MAF	735	400	603	79	657	250	95	115	179	66
MAF1	242	100	136	32	181	63	9	66	42	9
MAFA	0	0	0	0	0	0	0	0	0	0
MAFA-AS1	0	0	0	0	0	0	0	0	0	0
MAFB	265	425	393	73	672	134	154	105	110	54
MAFF	769	86	81	37	196	291	16	331	149	81
MAFG	435	131	172	21	236	114	15	157	83	59
MAFG-AS1	2	3	7	4	3	8	0	0	2	0
MAFIP	0	0	0	0	0	1	0	0	3	0
MAFK	275	49	74	35	143	269	5	202	107	8
MAG	0	0	2	0	0	0	0	0	0	0
MAGEA1	0	0	0	1	0	0	0	0	0	0
MAGEA10	0	0	0	1	0	0	0	0	0	0
MAGEA11	0	0	0	0	0	1	0	0	0	0
MAGEA12	0	0	0	0	0	0	0	0	0	0
MAGEA13P	0	0	0	0	0	0	0	0	0	0
MAGEA2	0	0	0	0	0	0	0	0	0	0
MAGEA2B	0	0	0	0	0	0	0	0	0	0
MAGEA3	0	0	0	0	0	0	0	0	0	0
MAGEA4	0	0	1	0	0	0	0	0	0	0
MAGEA5	0	0	0	1	0	0	0	0	0	0
MAGEA6	0	0	0	0	1	0	0	0	0	0
MAGEA7P	0	0	0	1	0	0	1	0	0	0
MAGEA8	0	0	1	0	0	0	0	0	0	0
MAGEA8-AS1	0	0	0	0	0	0	0	0	0	0
MAGEA9	0	0	0	0	0	0	0	0	0	0
MAGEA9B	0	0	0	0	0	0	0	0	0	0
MAGEB1	0	0	0	3	0	0	0	0	0	0
MAGEB10	0	0	0	1	0	0	0	0	0	0
MAGEB16	0	0	0	0	0	0	0	0	0	0
MAGEB17	0	0	1	0	0	0	0	0	0	0
MAGEB18	0	0	0	0	1	0	0	0	0	0
MAGEB2	0	0	0	0	0	0	0	0	0	0
MAGEB3	0	0	0	0	0	0	0	0	0	0
MAGEB4	0	0	0	0	0	0	0	0	0	0
MAGEB5	0	0	0	0	0	0	0	0	0	0
MAGEB6	0	0	0	0	0	0	0	0	0	0
MAGEB6P1	0	0	0	0	0	0	0	0	0	0
MAGEC1	1	0	0	0	0	0	0	0	0	0
MAGEC2	0	0	0	1	0	0	1	0	0	0
MAGEC3	0	0	0	0	0	0	0	0	1	0
MAGED1	270	250	431	61	356	183	20	70	54	25
MAGED2	381	190	421	42	386	140	17	79	54	19
MAGED4	0	0	0	0	0	0	0	0	0	0
MAGED4B	0	0	0	0	0	0	0	0	0	0
MAGEE1	12	10	10	3	6	1	0	5	3	0
MAGEE2	1	0	1	0	1	0	0	0	0	0
MAGEF1	129	45	94	11	147	41	6	23	41	1
MAGEH1	97	8	52	3	61	14	0	13	16	4
MAGEL2	1	2	3	0	1	0	0	0	0	0
MAGI1	551	159	286	49	372	204	15	213	87	14
MAGI1-AS1	15	3	11	2	6	3	0	9	5	1
MAGI1-IT1	22	9	9	1	12	6	3	21	4	1
MAGI2	56	9	36	6	87	35	4	14	11	7
MAGI2-AS1	1	0	0	0	0	0	0	0	0	0
MAGI2-AS2	0	0	0	0	0	0	0	0	0	0
MAGI2-AS3	494	153	198	8	266	148	30	134	99	61
MAGI2-IT1	0	1	0	0	0	0	0	0	0	0
MAGI3	628	211	399	35	458	186	31	88	101	19
MAGIX	7	2	14	1	13	0	0	4	1	0
MAGOH	218	63	94	3	127	23	6	6	20	9
MAGOH2P	1	0	1	0	4	3	0	1	1	0
MAGOH3P	0	0	1	0	0	0	0	0	0	0
MAGOHB	107	54	110	4	112	36	4	25	21	5
MAGT1	549	271	406	34	488	112	50	79	109	43
MAK	8	28	23	3	18	5	1	25	16	3
MAK16	152	76	53	9	107	63	17	41	69	13
MAL	24	6	9	8	10	16	1	3	1	1
MAL2	363	174	190	17	328	77	37	33	108	32
MALAT1	262685	149420	166999	9556	268181	88689	36988	104763	113770	52641
MALL	71	30	96	26	67	6	14	1	15	9
MALRD1	9	28	74	0	2	8	0	3	1	1
MALSU1	60	18	28	4	47	19	2	14	7	5
MALT1	323	117	152	14	148	53	18	80	61	12
MAMDC2	333	91	132	55	187	164	13	98	34	21
MAMDC2-AS1	48	13	12	8	27	26	0	12	31	2
MAMDC4	51	43	26	3	36	47	0	5	53	3
MAML1	380	224	237	16	339	107	14	152	181	17
MAML2	1261	344	466	30	733	358	48	319	181	87
MAML3	161	87	120	9	198	117	18	122	36	2
MAMLD1	69	27	27	5	49	34	10	54	45	3
MAMSTR	1	7	8	2	7	11	0	1	0	0
MAN1A1	1154	555	728	55	765	276	101	239	155	80
MAN1A2	1063	492	588	57	863	264	77	280	154	109
MAN1A2P1	0	0	0	0	0	0	1	0	0	0
MAN1B1	243	157	285	25	307	150	36	62	65	32
MAN1B1-AS1	0	0	2	1	4	2	0	0	5	0
MAN1C1	184	76	91	25	168	113	7	37	76	14
MAN2A1	668	346	441	25	519	148	57	100	166	72
MAN2A2	456	261	216	44	466	245	17	174	135	24
MAN2B1	329	200	367	41	392	104	29	58	73	12
MAN2B2	464	169	227	38	319	180	25	73	101	16
MAN2C1	225	130	169	92	411	233	12	146	147	11
MANBA	373	334	299	15	400	95	33	68	82	58
MANBAL	75	45	51	4	98	49	1	7	16	7
MANEA	153	83	119	0	144	44	12	24	17	20
MANEA-AS1	16	9	10	0	22	1	1	1	5	0
MANEAL	3	7	3	0	4	1	0	0	9	1
MANF	463	115	171	16	217	90	10	36	36	16
MANSC1	65	44	101	9	139	17	10	9	27	7
MANSC4	1	1	0	0	0	0	0	0	0	0
MAOA	722	554	689	137	1360	331	114	214	330	113
MAOB	257	33	71	3	87	103	6	39	30	7
MAP10	3	13	15	4	9	2	1	0	3	0
MAP1A	1082	172	268	40	617	431	25	78	108	37
MAP1B	2672	1055	1065	202	3406	1743	215	856	428	331
MAP1LC3A	51	14	24	13	42	4	1	6	13	2
MAP1LC3B	632	309	305	30	534	138	74	167	203	147
MAP1LC3B2	26	14	2	0	32	1	1	3	4	3
MAP1LC3BP1	0	0	0	0	0	0	0	0	0	0
MAP1LC3C	1	0	1	0	0	1	0	1	0	0
MAP1LC3P	1	0	0	0	2	0	0	0	0	0
MAP1S	221	74	100	40	142	80	11	45	42	5
MAP2	1352	219	208	29	476	425	22	186	238	53
MAP2K1	392	242	229	82	493	109	29	131	133	21
MAP2K1P1	0	0	1	0	0	0	0	0	0	0
MAP2K2	406	216	292	51	380	218	25	85	119	25
MAP2K3	192	97	156	23	237	131	14	88	105	11
MAP2K4	119	80	63	6	138	61	21	60	51	21
MAP2K4P1	4	0	0	2	1	0	0	0	0	0
MAP2K5	127	78	74	4	105	56	5	26	17	5
MAP2K6	31	18	26	5	34	13	3	8	8	3
MAP2K7	275	75	148	21	256	119	6	70	46	9
MAP3K1	480	210	439	16	484	100	25	232	110	29
MAP3K10	111	24	25	11	54	49	0	28	24	0
MAP3K11	513	148	293	85	336	162	8	134	82	7
MAP3K12	236	131	146	29	297	106	3	67	87	16
MAP3K13	223	117	177	11	178	39	19	34	98	15
MAP3K14	119	50	89	14	126	80	4	46	28	1
MAP3K14-AS1	4	4	15	2	13	3	0	6	8	0
MAP3K15	0	0	0	0	0	0	0	0	0	0
MAP3K19	7	2	4	0	11	1	4	28	6	1
MAP3K2	791	429	391	25	463	232	109	409	257	141
MAP3K3	479	168	293	48	386	157	12	171	88	26
MAP3K4	322	105	179	19	219	116	6	69	58	25
MAP3K5	453	217	259	23	508	124	9	151	102	34
MAP3K6	265	147	143	76	251	174	7	204	81	2
MAP3K7	371	195	248	36	312	115	26	100	128	39
MAP3K7CL	207	22	27	4	47	7	10	31	13	7
MAP3K8	230	170	166	22	409	136	39	121	76	47
MAP3K9	89	62	48	12	72	27	6	24	85	2
MAP4	3076	1172	1595	148	2295	1191	135	975	721	147
MAP4K1	61	31	95	12	96	0	1	28	3	3
MAP4K2	121	88	85	31	126	21	6	47	35	8
MAP4K3	265	130	186	30	266	123	19	98	70	20
MAP4K4	2768	1290	1380	83	2216	1174	127	548	767	322
MAP4K5	437	218	260	7	364	150	22	211	129	29
MAP6	31	13	21	1	21	13	2	10	6	0
MAP6D1	3	1	1	1	3	0	0	1	0	0
MAP7	223	109	210	19	243	44	16	42	81	4
MAP7D1	1081	472	708	168	1033	533	50	283	276	31
MAP7D2	8	2	6	1	2	3	0	1	1	1
MAP7D3	272	120	164	9	272	151	6	65	57	19
MAP9	80	80	71	6	118	58	22	36	76	8
MAPK1	793	418	535	31	755	290	75	263	257	74
MAPK10	59	21	71	3	82	27	4	14	1	5
MAPK11	18	14	32	16	48	19	3	9	18	2
MAPK12	64	35	29	8	55	73	0	30	18	0
MAPK13	165	157	223	49	257	67	11	76	126	9
MAPK14	620	244	351	34	495	134	42	126	157	61
MAPK15	1	4	29	4	8	6	3	44	2	1
MAPK1IP1L	724	447	489	49	669	202	102	223	285	77
MAPK3	251	129	227	50	329	92	10	111	45	10
MAPK4	68	3	16	11	61	2	3	8	6	1
MAPK6	250	156	189	7	314	121	52	142	144	97
MAPK6PS2	0	0	0	0	0	0	1	0	0	0
MAPK6PS3	18	11	17	1	18	8	1	16	5	2
MAPK6PS4	0	0	0	0	0	0	0	0	0	0
MAPK7	146	77	108	21	179	88	14	66	66	6
MAPK8	139	43	84	10	87	51	35	20	47	20
MAPK8IP1	15	5	7	1	11	12	0	1	3	0
MAPK8IP2	2	1	4	3	9	2	0	0	3	0
MAPK8IP3	315	250	367	99	650	395	8	321	206	20
MAPK9	292	129	176	19	189	79	25	55	51	26
MAPKAP1	431	235	272	32	391	238	31	88	118	39
MAPKAPK2	713	291	400	96	614	223	41	195	202	46
MAPKAPK3	148	104	132	32	182	91	6	27	120	2
MAPKAPK5	221	154	203	13	287	115	9	113	114	15
MAPKAPK5-AS1	96	35	52	10	59	18	7	26	21	4
MAPKAPK5P1	0	0	0	0	0	0	0	0	0	0
MAPKBP1	106	81	96	20	119	95	1	70	53	11
MAPRE1	677	388	445	56	709	244	57	206	179	98
MAPRE1P1	0	0	0	1	0	0	0	0	0	0
MAPRE1P3	0	1	0	0	0	0	0	0	0	0
MAPRE2	667	193	339	25	466	139	31	137	104	30
MAPRE3	103	53	63	8	140	29	12	33	19	5
MAPT	6	5	12	1	18	1	0	7	1	0
MAPT-AS1	0	0	0	0	0	0	0	0	0	0
MAPT-IT1	1	1	0	0	1	0	0	0	0	0
MARC1	134	19	44	8	46	23	6	16	7	5
MARC2	123	79	105	10	155	54	9	40	54	5
MARCH1	251	79	72	3	142	8	56	72	48	5
MARCH10	5	3	1	2	5	0	0	4	0	0
MARCH11	0	0	0	0	0	0	0	0	0	0
MARCH2	96	50	100	18	109	31	8	18	28	4
MARCH3	55	20	17	4	32	11	0	12	11	0
MARCH4	1	0	1	1	0	9	0	0	0	0
MARCH5	163	76	111	12	144	18	23	44	58	7
MARCH6	991	488	791	147	1099	257	87	375	285	146
MARCH7	532	451	571	20	803	285	84	269	244	74
MARCH8	284	133	183	17	227	91	15	66	59	15
MARCH9	16	13	37	16	37	12	9	15	21	1
MARCKS	957	587	823	102	897	292	219	255	183	209
MARCKSL1	180	252	236	31	213	62	10	30	61	24
MARCKSL1P1	20	6	6	2	5	4	0	0	1	0
MARCKSL1P2	0	0	0	0	0	0	0	0	0	0
MARCO	1254	453	554	88	515	87	210	112	85	192
MARK1	60	11	22	3	51	32	1	32	15	5
MARK2	360	186	263	27	289	131	23	88	104	13
MARK2P10	0	0	0	1	0	0	0	0	0	0
MARK2P11	0	0	0	0	0	0	0	0	0	0
MARK2P12	0	0	0	0	0	0	0	0	0	0
MARK2P13	0	0	0	0	0	0	0	0	0	0
MARK2P14	0	0	0	0	0	0	0	0	0	0
MARK2P15	0	0	0	0	0	0	0	0	0	0
MARK2P17	0	0	1	0	0	0	0	0	0	0
MARK2P4	0	0	0	1	0	0	0	0	0	0
MARK2P5	0	0	0	0	0	0	0	0	0	0
MARK2P6	0	1	0	0	0	0	0	0	0	0
MARK2P8	24	8	3	1	4	7	3	19	7	6
MARK2P9	0	0	5	0	0	0	0	0	1	0
MARK3	1163	531	498	46	883	372	65	305	358	81
MARK3P1	0	0	1	0	1	0	0	0	0	0
MARK3P3	0	0	0	0	0	0	0	0	0	0
MARK4	150	70	123	15	137	84	6	79	64	11
MARS	1053	234	350	32	644	271	26	183	166	60
MARS2	30	17	17	7	10	7	3	3	12	1
MARVELD1	164	96	136	30	349	170	30	32	120	18
MARVELD2	92	58	69	7	97	35	2	23	41	8
MARVELD3	12	14	26	4	10	2	2	1	19	3
MAS1	2	9	6	9	6	0	0	0	3	1
MAS1L	0	1	0	0	0	0	0	0	0	0
MAS1LP1	0	0	0	0	0	0	0	0	0	0
MASP1	5	4	13	2	20	9	2	12	4	0
MASP2	1	11	1	0	2	4	2	2	4	0
MAST1	3	1	1	1	5	0	0	0	0	0
MAST2	287	128	214	17	296	134	6	83	168	10
MAST3	252	74	144	13	253	100	8	117	54	4
MAST4	895	419	661	60	730	284	29	317	195	28
MAST4-AS1	2	6	4	0	1	1	0	0	0	1
MAST4-IT1	1	0	3	0	0	0	0	0	0	0
MASTL	55	35	51	6	84	27	7	33	20	6
MAT1A	1	0	5	0	1	0	1	1	0	1
MAT2A	642	620	465	54	759	316	77	211	340	73
MAT2B	547	260	386	20	478	94	37	80	93	41
MATK	31	15	30	6	21	22	0	15	5	2
MATN1	1	0	0	0	1	0	0	0	0	0
MATN1-AS1	6	1	0	0	9	3	1	2	1	0
MATN2	84	46	72	19	119	46	6	20	14	6
MATN3	7	4	9	1	7	1	0	8	2	1
MATN4	0	0	0	0	0	0	0	0	0	0
MATR3	3322	1240	1522	117	2131	772	160	668	612	269
MAU2	281	166	257	24	284	187	18	132	101	23
MAVS	781	552	671	103	978	339	50	330	394	43
MAX	791	328	508	77	681	162	37	174	124	56
MAZ	128	59	71	14	101	62	7	17	39	7
MB	1	0	0	0	0	0	0	0	0	0
MB21D1	439	62	78	6	81	4	4	21	15	12
MB21D2	20	15	19	1	29	6	1	4	3	1
MBD1	293	155	256	49	353	172	23	109	122	15
MBD2	1089	369	580	74	1004	177	125	304	173	98
MBD3	164	46	61	30	84	86	2	20	51	3
MBD3L1	0	0	0	0	0	0	0	0	0	0
MBD3L2	0	0	0	0	0	0	0	0	0	0
MBD3L3	0	0	0	0	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0	0	0	0	0
MBD3L5	0	0	0	0	0	0	0	0	0	0
MBD4	388	196	274	27	483	120	26	97	113	22
MBD5	337	110	188	6	289	79	4	80	53	17
MBD6	444	248	356	60	475	194	38	196	131	50
MBIP	166	124	189	7	237	71	15	21	68	19
MBL1P	11	12	30	4	19	8	0	1	4	0
MBL2	0	0	1	0	0	0	0	0	0	0
MBL3P	0	0	0	0	1	0	0	0	0	0
MBLAC1	3	1	1	0	1	1	0	0	0	0
MBLAC2	12	16	19	6	22	10	1	9	6	1
MBNL1	2066	903	1369	79	2027	610	246	809	592	302
MBNL1-AS1	60	15	48	6	65	14	1	17	4	6
MBNL2	1561	392	522	23	680	356	63	183	196	105
MBNL3	105	88	121	2	104	35	35	61	40	19
MBOAT1	35	30	60	4	63	7	0	16	9	0
MBOAT2	335	109	157	7	159	49	9	101	67	16
MBOAT4	0	0	6	4	0	0	0	1	2	0
MBOAT7	986	112	123	47	203	56	11	103	166	16
MBP	268	167	252	17	252	92	22	153	72	28
MBTD1	187	116	153	9	190	66	25	47	22	12
MBTPS1	780	344	474	36	681	238	19	174	168	47
MBTPS2	93	58	56	4	95	28	15	23	30	5
MC1R	19	10	14	7	14	8	0	13	8	1
MC2R	0	0	0	0	0	0	0	0	0	0
MC3R	0	0	0	0	0	0	0	0	0	0
MC4R	0	0	0	0	0	0	0	0	0	0
MC5R	0	0	0	0	0	0	0	0	0	0
MCAM	1162	312	507	137	1485	448	71	432	276	78
MCAT	9	4	14	0	15	8	0	3	3	1
MCC	320	166	224	31	220	100	10	123	115	33
MCCC1	139	103	235	23	292	92	9	35	46	15
MCCC1-AS1	2	3	6	0	2	0	1	2	3	0
MCCC2	137	122	234	10	257	64	20	39	86	10
MCCD1	0	0	0	0	0	0	0	0	0	0
MCCD1P1	0	0	1	0	0	0	0	0	0	0
MCCD1P2	0	0	0	0	0	0	0	0	0	0
MCEE	32	16	63	5	62	24	0	16	11	1
MCEMP1	82	9	46	13	74	7	3	43	13	10
MCF2	3	1	0	0	3	0	0	2	1	0
MCF2L	518	199	110	44	394	57	11	176	149	16
MCF2L-AS1	0	1	1	0	4	1	0	1	1	0
MCF2L2	11	5	13	4	16	4	0	6	3	0
MCFD2	773	290	351	22	659	236	66	163	224	80
MCFD2P1	0	0	0	0	0	0	0	0	0	0
MCHERRY	0	0	0	0	0	0	0	0	0	0
MCHR1	1	1	7	0	2	1	0	0	2	1
MCHR2	0	0	0	0	0	0	0	0	0	0
MCHR2-AS1	0	0	0	0	0	0	0	0	0	0
MCIDAS	0	1	0	0	2	0	0	1	0	0
MCL1	4232	1685	1662	194	2598	715	419	1216	1096	398
MCM10	45	13	35	3	57	11	1	2	4	2
MCM2	58	17	84	13	94	48	1	2	21	5
MCM3	510	175	376	33	524	237	26	76	67	21
MCM3AP	645	343	468	102	740	345	10	170	175	32
MCM3AP-AS1	39	27	22	4	39	9	7	13	14	4
MCM4	108	78	202	11	207	79	15	10	36	5
MCM5	120	65	139	20	198	71	2	15	44	5
MCM6	171	92	216	17	272	48	10	43	37	16
MCM7	181	77	220	23	275	126	8	32	55	7
MCM8	98	32	65	5	136	29	2	14	26	2
MCM8-AS1	0	0	0	0	0	0	0	0	0	0
MCM9	122	79	164	12	118	53	26	60	21	15
MCMBP	348	120	169	3	270	87	16	94	69	18
MCMDC2	6	7	5	0	8	6	0	3	3	0
MCOLN1	111	54	128	19	107	60	4	57	15	10
MCOLN2	36	9	45	11	25	19	1	7	8	1
MCOLN3	147	17	26	3	31	19	2	12	16	2
MCPH1	224	110	151	11	184	58	4	41	28	11
MCRS1	79	54	61	15	95	50	2	25	21	1
MCTP1	421	187	230	7	361	65	22	101	81	62
MCTP2	590	228	414	19	533	150	44	259	178	33
MCTS1	90	51	46	1	62	24	13	8	12	12
MCTS2P	8	4	4	1	2	6	0	0	1	1
MCU	355	84	143	6	118	51	18	39	49	12
MCUR1	190	116	154	3	181	110	15	42	49	19
MDC1	586	224	363	34	546	296	44	183	164	39
MDC1-AS1	0	0	0	0	0	0	0	0	0	0
MDFI	97	70	74	11	58	32	1	13	22	1
MDFIC	316	209	278	14	266	61	31	72	58	47
MDGA1	25	23	39	4	11	18	0	2	11	1
MDGA2	0	0	0	1	0	0	0	0	0	0
MDH1	309	183	256	17	367	91	22	45	57	25
MDH1B	3	2	4	0	3	2	0	7	1	1
MDH2	325	146	283	46	375	148	12	73	90	34
MDK	358	140	284	22	270	25	10	1	64	13
MDM1	167	37	86	3	132	29	5	18	18	2
MDM2	514	1266	1366	174	1840	551	257	320	1605	275
MDM4	1016	627	880	76	1196	337	120	505	408	71
MDN1	1238	619	767	58	1068	617	19	371	458	65
MDP1	2	2	1	0	5	2	0	0	0	0
MDS2	0	2	2	1	0	0	0	0	0	0
ME1	205	109	93	9	152	51	29	15	24	50
ME2	398	218	251	16	372	80	70	44	129	37
ME2P1	0	0	0	0	2	0	0	0	0	0
ME3	33	16	25	11	51	55	1	12	9	6
MEA1	334	110	175	13	240	74	21	43	46	14
MEAF6	363	155	218	14	339	99	25	71	63	31
MEAF6P1	0	0	0	0	0	0	0	0	0	0
MECOM	422	256	658	33	540	170	31	159	147	47
MECP2	577	284	336	35	479	190	48	330	177	70
MECR	10	17	25	5	29	18	1	5	3	0
MED1	597	232	286	25	439	204	47	153	120	38
MED10	145	49	61	10	106	46	9	18	31	7
MED11	59	28	41	2	38	8	8	7	9	5
MED12	422	243	417	37	620	234	32	184	87	33
MED12L	11	6	26	0	20	1	3	2	3	0
MED13	1235	602	775	37	990	366	89	443	370	87
MED13L	2160	755	971	89	1234	594	70	661	444	111
MED13P1	0	0	0	0	0	0	0	0	0	0
MED14	310	212	240	14	319	104	23	67	102	28
MED14OS	6	0	7	0	3	0	0	0	0	1
MED14P1	0	0	0	0	0	0	0	0	0	0
MED15	906	416	562	69	857	433	32	278	265	50
MED15P1	0	0	0	0	0	0	0	0	0	0
MED15P3	0	0	0	0	0	0	0	0	0	0
MED15P4	0	0	0	0	0	0	0	0	0	0
MED15P5	0	0	0	0	0	0	0	0	0	0
MED15P6	0	0	0	0	0	0	0	0	0	0
MED15P7	0	0	0	0	0	0	0	0	0	0
MED15P8	0	0	0	0	0	0	0	0	0	0
MED15P9	3	0	0	0	1	0	0	0	0	0
MED16	218	72	177	12	173	108	13	61	34	2
MED17	145	125	126	8	162	46	9	22	86	13
MED18	28	23	47	6	66	11	2	7	11	0
MED19	83	42	52	6	66	34	1	15	17	0
MED20	95	46	36	5	88	30	8	16	29	2
MED21	173	81	162	4	213	33	14	39	58	7
MED22	78	45	85	15	129	79	5	40	35	3
MED23	344	218	228	18	341	113	13	75	88	21
MED24	346	153	203	16	263	157	12	63	88	8
MED25	146	108	126	39	166	104	8	44	48	16
MED26	42	19	38	2	34	13	1	6	11	1
MED27	28	18	10	3	38	5	0	10	3	0
MED28	486	315	310	36	457	98	55	154	178	53
MED28P1	1	0	1	0	0	0	0	0	0	0
MED28P2	0	0	0	0	0	0	0	0	0	0
MED28P3	2	0	1	0	0	2	0	0	1	0
MED28P4	1	0	0	0	0	0	0	0	0	0
MED28P5	0	0	0	0	0	0	0	0	0	0
MED28P6	0	0	0	0	0	0	0	0	0	0
MED28P7	0	0	0	0	0	0	0	0	1	0
MED28P8	0	0	0	0	0	0	0	0	0	0
MED29	161	99	191	11	229	81	20	72	76	10
MED30	20	20	26	1	25	15	1	8	1	0
MED31	16	14	18	2	19	8	0	7	4	0
MED4	188	119	156	9	171	52	17	52	54	15
MED4-AS1	2	0	1	0	0	0	0	0	1	0
MED6	103	61	92	11	104	28	9	30	37	12
MED6P1	0	0	0	0	0	0	0	0	0	0
MED7	66	42	71	1	72	33	5	19	16	3
MED8	195	64	70	5	119	46	4	43	45	10
MED9	42	50	36	16	67	25	3	6	35	3
MEDAG	73	34	21	4	141	32	12	27	33	13
MEF2A	1102	271	561	31	916	321	71	674	186	88
MEF2AP1	0	0	0	0	0	0	0	0	0	0
MEF2B	1	2	3	1	1	2	0	1	2	0
MEF2BNB	46	40	47	12	80	34	3	21	22	2
MEF2BNB-MEF2B	0	1	0	0	1	0	0	0	0	0
MEF2BNBP1	0	0	0	0	0	0	0	0	0	0
MEF2C	488	213	521	34	660	98	65	129	105	31
MEF2C-AS1	20	6	2	0	5	0	0	4	5	0
MEF2D	601	315	462	37	671	248	50	290	167	40
MEFV	294	25	72	10	70	41	10	96	14	2
MEG3	615	519	319	20	678	248	98	162	418	85
MEG3_1	0	0	0	0	0	0	0	0	0	0
MEG3_2	0	0	0	0	0	0	0	0	0	0
MEG8	3	3	11	1	7	4	0	0	6	1
MEG8_1	0	0	0	0	0	0	0	0	0	0
MEG8_2	0	0	0	0	0	0	0	0	0	0
MEG9	0	0	0	0	0	0	0	0	1	0
MEGF10	3	0	2	0	0	0	0	0	0	0
MEGF11	16	3	13	1	8	2	2	2	16	1
MEGF6	111	86	179	105	96	105	12	27	30	5
MEGF8	225	150	169	36	220	157	5	38	76	13
MEGF9	882	396	338	82	785	162	185	217	245	105
MEI1	9	6	21	0	19	7	0	3	3	1
MEI4	0	0	0	0	1	0	1	0	0	0
MEIG1	0	0	0	0	3	0	0	0	0	0
MEIKIN	0	0	0	0	0	0	0	0	0	0
MEIOB	0	0	0	0	0	0	0	0	0	0
MEIS1	558	233	561	76	661	331	29	242	162	83
MEIS1-AS2	10	0	2	2	8	3	0	1	6	0
MEIS1-AS3	0	0	0	0	0	0	0	0	0	0
MEIS2	212	51	121	25	177	42	2	40	30	16
MEIS3	35	15	36	4	62	26	2	8	5	3
MEIS3P1	43	6	9	0	24	4	0	6	6	4
MEIS3P2	6	1	6	2	4	0	0	0	0	0
MELK	22	10	36	2	47	5	3	0	8	1
MEMO1	56	27	21	0	19	10	6	18	5	5
MEMO1P1	3	1	3	0	3	1	0	0	0	0
MEMO1P3	0	0	0	0	0	0	0	0	0	0
MEMO1P4	0	0	0	0	0	0	0	0	0	0
MEMO1P5	0	0	0	0	0	0	0	0	0	0
MEN1	133	54	97	13	104	69	2	33	46	7
MEOX1	9	0	4	3	14	2	1	1	0	0
MEOX2	125	86	145	15	261	225	21	80	34	8
MEOX2-AS1	6	1	2	0	0	0	0	0	1	2
MEP1A	0	0	0	0	0	0	0	0	0	0
MEP1AP4	0	0	0	0	0	0	0	0	0	0
MEP1B	1	0	0	0	0	0	0	0	0	0
MEPCE	104	59	119	21	111	95	9	35	67	4
MEPE	0	0	0	0	0	0	0	0	0	0
MERTK	282	516	231	43	596	160	43	103	176	28
MESDC1	112	63	182	40	228	84	28	35	52	29
MESDC2	529	292	383	56	551	148	32	106	172	31
MESP1	0	1	0	0	0	1	0	0	0	0
MESP2	3	0	0	1	2	0	0	0	0	0
MEST	363	125	137	12	81	85	25	45	81	11
MESTIT1	2	6	1	0	4	0	0	0	3	0
MESTIT1_1	0	0	0	0	0	0	0	0	0	0
MESTIT1_2	0	0	0	0	0	0	0	0	0	0
MESTIT1_3	0	0	0	0	0	0	0	0	0	0
MESTP1	7	8	4	1	12	24	5	14	10	0
MESTP2	0	0	0	0	0	0	0	0	0	0
MESTP3	1	0	0	1	0	1	0	0	0	0
MESTP4	0	0	0	0	0	0	0	0	0	0
MET	262	243	476	29	334	50	27	27	313	16
METAP1	237	75	182	7	239	94	9	66	48	21
METAP1D	18	14	5	1	22	17	4	3	5	2
METAP2	852	413	646	69	817	225	52	120	178	59
METRN	20	8	10	3	17	25	0	5	12	0
METRNL	236	103	77	12	178	94	15	52	106	8
METTL1	28	19	11	3	28	12	2	5	17	0
METTL10	41	27	74	8	62	8	4	19	17	4
METTL11B	0	0	0	0	0	0	0	0	0	0
METTL12	52	39	53	17	67	15	5	5	12	9
METTL13	171	64	63	9	128	32	1	13	40	3
METTL14	284	124	181	12	208	68	9	74	83	9
METTL15	95	54	74	1	86	27	6	11	23	8
METTL15P1	1	3	13	1	7	0	0	1	0	0
METTL15P3	0	0	0	0	0	0	0	0	0	0
METTL16	227	117	129	25	176	85	23	30	83	20
METTL17	97	70	104	13	139	32	8	22	39	8
METTL18	3	5	25	1	35	8	2	7	3	0
METTL20	14	6	10	1	22	6	2	7	4	2
METTL21A	193	31	28	4	53	10	3	9	5	5
METTL21AP1	17	10	8	0	2	2	1	8	10	1
METTL21B	24	22	19	4	14	15	4	16	9	7
METTL21C	0	0	0	0	0	0	0	0	0	0
METTL21EP	0	1	1	1	0	0	0	0	0	0
METTL22	112	52	57	5	114	49	6	30	64	5
METTL23	56	28	31	3	35	10	0	4	14	6
METTL24	20	6	16	0	13	0	0	0	0	0
METTL25	38	17	27	4	10	6	1	10	1	0
METTL2A	43	45	47	8	73	23	6	10	13	5
METTL2B	50	59	85	19	122	54	9	33	47	2
METTL3	215	94	134	7	217	95	7	61	60	9
