	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21
RP11-131K5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-131K5.2	0	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0
RP11-131L12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP11-131L12.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-131L12.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-131L23.1	8	2	0	3	0	0	0	0	0	0	3	0	1	0	0	0	0	0	4	2	2
RP11-131L23.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
RP11-131M11.2	1	0	0	8	0	5	1	2	0	0	0	0	1	1	0	0	0	1	2	1	0
RP11-131M11.3	0	2	2	1	0	9	1	1	0	3	1	1	2	1	1	0	4	0	0	0	9
RP11-131M6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-131M6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-131M6.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP11-131N11.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-131O15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-131P10.2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1324A7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1325J9.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-132A1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-132A1.4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1
RP11-132A1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-132E11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-132E11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-132E11.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-132F7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-132G19.3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RP11-132J14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP11-132M7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-132M7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-132N15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-132N15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP11-132N15.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1334A24.5	3	0	20	10	0	20	6	7	0	7	2	9	6	0	0	0	1	0	3	1	1
RP11-1334A24.6	2	0	1	0	0	8	1	1	0	0	1	0	0	0	0	1	1	0	1	0	2
RP11-1336O20.2	0	2	1	1	0	5	1	1	0	2	1	1	5	0	0	0	1	0	0	2	1
RP11-1338A24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-133F8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-133K1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
RP11-133K1.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-133K1.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-133K1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-133K1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-133K1.8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP11-133K1.9	0	0	0	1	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0
RP11-133L14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-133L14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-133L19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-133L19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-133L19.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-133M8.3	1	0	0	3	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	2
RP11-133N21.10	3	0	1	2	0	0	0	0	0	1	1	1	9	1	0	0	1	0	2	0	1
RP11-133N21.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-133N21.7	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
RP11-1348G14.1	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	2	0	1	0	0
RP11-1348G14.4	2	0	3	0	0	5	0	1	0	0	1	5	3	0	0	1	1	2	5	6	1
RP11-1348G14.5	0	0	0	1	1	0	0	0	0	1	0	1	4	1	0	0	0	0	0	2	2
RP11-1348G14.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1348G14.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1348G14.8	1	0	2	0	2	2	2	0	1	2	1	1	2	0	1	0	3	0	4	6	2
RP11-134C1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-134D3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0
RP11-134D3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-134E15.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-134E15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-134G8.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-134G8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-134G8.5	3	4	3	7	0	14	0	1	2	2	5	5	22	1	0	0	5	0	9	1	0
RP11-134G8.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-134G8.7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP11-134J21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-134K1.2	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0
RP11-134K1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-134K13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-134K13.4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-134L10.1	4	1	8	2	0	19	4	1	0	1	0	0	2	4	0	0	3	0	3	3	1
RP11-134L4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-134N1.2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-134N8.2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP11-134O21.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP11-135A1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-135A1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-135A24.2	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
RP11-135A24.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-135D11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-135F9.3	4	3	2	2	0	2	0	0	0	1	0	4	11	2	2	0	1	1	7	0	3
RP11-135F9.4	1	0	4	0	0	1	1	1	0	0	2	0	0	1	1	0	0	0	0	0	0
RP11-135J2.3	0	0	0	1	0	9	4	0	0	0	0	0	1	0	0	0	1	0	1	0	1
RP11-135L13.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-135M8__A.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-135N5.3	17	20	35	18	14	32	7	6	2	11	18	13	32	10	11	0	7	0	31	12	25
RP11-1360M22.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1360M22.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1360M22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1365D11.1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0
RP11-136B18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136B18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136C24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136C24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136C24.3	1	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
RP11-136F16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-136F16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP11-136G2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136H13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136H13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136H19.1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
RP11-136I13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136I13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136I14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136I14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136I14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136I14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136K14.1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136K14.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-136K14.3	0	0	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1
RP11-136K7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136K7.2	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP11-136K7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136L23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136O12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1376P16.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1376P16.2	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	3
RP11-1378G18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1379J22.2	0	0	3	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	2
RP11-1379J22.5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
RP11-1379J22.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-137D19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-137F15.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-137H2.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RP11-137J7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-137J7.3	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RP11-137L10.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP11-137N23.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-137O10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-137P24.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138A23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138A23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138A9.1	9	11	67	48	15	91	8	22	1	20	25	15	28	3	5	0	2	1	15	9	5
RP11-138A9.2	66	11	215	111	22	213	53	24	8	39	50	23	42	14	5	0	15	2	53	16	32
RP11-138B4.1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
RP11-138B9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138C24.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138C9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138E16.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138E2.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-138E9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138H10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138H11.1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP11-138H8.2	1	2	8	5	1	12	4	0	0	1	0	0	4	0	0	0	0	0	3	0	1
RP11-138H8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138H8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138H8.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138H8.8	0	1	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
RP11-138I1.2	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	5	0	0
RP11-138I1.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138I1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138I17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-138I18.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RP11-138I18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-138J23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-138M12.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
RP11-138P22.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-1391J7.1	5	10	3	9	6	41	15	11	1	5	1	9	29	8	3	2	3	0	12	6	17
RP11-1394O16.1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP11-1396O13.1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1396O13.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1396O13.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1396O13.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1396O13.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1396O13.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1398P2.1	1	0	1	4	0	17	3	7	1	0	1	3	6	1	0	0	9	1	1	0	3
RP11-1399P15.1	12	0	0	1	0	1	0	1	2	0	2	0	4	1	0	0	0	1	0	0	0
RP11-139B1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-139E19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-139E19.3	1	0	2	1	0	4	0	0	0	0	0	0	6	1	0	0	1	0	0	0	2
RP11-139F4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-139F9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-139G7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-139H14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-139H15.5	3	4	1	4	0	11	2	1	0	1	2	0	4	0	0	1	6	0	0	0	1
RP11-139H15.6	0	0	3	0	0	1	0	0	0	0	0	0	24	0	0	0	0	0	3	1	0
RP11-139H15.7	0	0	0	0	1	3	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0
RP11-139I14.2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP11-139J15.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-139K1.2	0	0	2	7	0	15	2	0	0	0	1	1	3	1	0	0	1	0	1	0	1
RP11-139K4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-13A1.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-13A1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-13A1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-13E1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-13E5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-13J10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-13J12.2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1
RP11-13J8.1	0	1	1	0	0	3	0	1	0	1	2	0	4	1	0	0	1	0	4	0	0
RP11-13K12.1	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1
RP11-13K12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RP11-13K12.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-13K12.6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
RP11-13L2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-13M3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-13N12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-13N12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-13N13.5	0	0	0	5	0	15	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
RP11-13N13.6	2	0	7	0	0	45	9	7	0	2	1	3	9	1	0	0	0	0	0	0	4
RP11-13P5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-13P5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1406H17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-140A10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-140C18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-140C5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-140H17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-140H17.2	1	0	2	1	1	1	1	0	0	0	3	1	6	0	0	0	0	0	2	0	0
RP11-140I16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-140I16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-140I24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-140K17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-140K17.3	3	0	1	3	1	2	1	4	0	0	1	0	3	0	4	0	1	1	5	2	3
RP11-140L24.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-140M13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1415C14.3	3	0	8	7	0	9	0	0	0	0	1	7	11	1	0	0	0	0	3	1	1
RP11-1415C14.4	2	0	11	4	0	14	0	0	0	2	2	1	9	1	0	0	8	0	3	3	8
RP11-141A19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-141A19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-141B14.1	1	0	2	9	1	2	0	5	0	1	0	2	17	5	4	0	3	0	11	2	9
RP11-141B14.2	2	1	15	4	8	4	1	0	0	2	2	1	7	5	1	0	0	0	4	0	9
RP11-141C7.3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1
RP11-141C7.4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
RP11-141E13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-141J10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-141J10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-141J13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-141J13.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RP11-141M1.1	0	0	0	3	0	4	0	1	0	0	5	0	1	0	0	0	1	0	1	1	1
RP11-141M1.3	0	0	0	0	0	10	0	1	1	0	0	0	1	0	1	0	0	1	0	1	1
RP11-141M1.4	1	1	2	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1
RP11-141M3.6	0	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
RP11-141O11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-141O11.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
RP11-141O15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-141P6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RP11-142A12.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-142A22.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-142A22.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-142A23.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-142A5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-142C4.4	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	4	0	1
RP11-142C4.5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP11-142C4.6	1	0	5	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
RP11-142E9.1	2	3	5	5	1	7	2	2	1	2	0	0	4	2	0	0	0	0	1	4	1
RP11-142G1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-142G1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-142I2.1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-142J21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-142J21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-142L1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-142L1.3	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP11-142L16.2	0	0	10	1	2	17	1	4	0	0	2	5	2	0	1	0	0	0	3	0	2
RP11-142L4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-142L4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
RP11-142M10.2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
RP11-142O6.1	2	4	2	2	0	2	8	2	0	5	0	1	3	0	0	1	3	0	2	0	8
RP11-1430O6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1437A8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1437A8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1437A8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1437A8.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1437A8.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1437A8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-143A12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
